"imgPath","generated","generated_baseline","generated_untemplated","gold","titles"
"https://chart2text.s3.amazonaws.com/1018.png","The statistic shows the Index of value the worst Case Shiller in National Home Price 2017 in . On 14 , 2017 a total of 212.06 value were part of the U.S.The Index of Case Shiller in the National in 2017 was at 212.06 % .","This bar chart has 31 categories for the x axis representing Month, and a y axis representing Index value. The highest category is found at Aug19 where Index value is 212.06. The lowest category is found at Feb17 where Index value is 185.14.","The statistic shows the annual earnings of the team managers of the participating national teams at the 2018 fifa world cup in russia . The manager of the German national team , joachim löw , is the highest paid manager with earnings at around 3.85 million u.s. dollars .","This statistic presents the values of S & P Case Shiller U.S. National Home Price Index from February 2017 to August 2019 . The index value was equal to 100 as of January 2000 , so if the index value is equal to 130 in a given month , for example , it means that the house prices increased by 30 percent since 2000 . The value of the S & P Case Shiller National Home Price Index amounted to 212.06 in August 2019 .","U.S. housing : Case Shiller National Home Price Index 2017 to 2019"
"https://chart2text.s3.amazonaws.com/428.png","The statistic presents the Tour victories of the France Number victories volume from 2018 exporters in 2018 . In that year , AlbertoContador(2007and2009) accounted for a victories of 5 % of Number winners to the France .","This bar chart has 7 categories for the x axis representing Cyclists, and a y axis representing Number of victories. The highest category is found at MiguelInduráin(1991199219931994and1995) where Number of victories is 5.0. The lowest category is found at CarlosSastre(2008) where Number of victories is 1.0.","foundered ships accounted for 30 percent of global downstream data line in the fourth quarter of 2018 , up from 14 percent in the fourth quarter of 2018 . 2 percent of the total number of voters in the country shows from advertising .","This statistic presents the list of Spanish cyclists who ever won the Tour de France until the 2018 edition . Miguel Induráin , with five consecutive victories between 1991 and 1995 , was the Spaniard who had won the French competition the most . The last Spaniard to win the Tour was Alberto Contador in 2009 .","Tour de France : Spanish winners until 2018"
"https://chart2text.s3.amazonaws.com/872.png","The statistics shows the 20 Major League Baseball salaries Major in the League according to the Global Peace Salary 2018 . According to the Global Peace Salary 2019 , StephenStrasburg was the Major League Baseball salaries Baseball in the League with an Salary value of 1.072 . Additional information on the Global Peace Salary The Global Peace Salary is an effort by the Institute for Economics and Peace to measure the degree of peacefulness in Major across the global and rank them accordingly .","This bar chart has 20 categories for the x axis representing Baseball Player, and a y axis representing Salary in million U.S. dollars. The highest category is found at StephenStrasburg where Salary in million U.S. dollars is 38.33. The lowest category is found at JasonHeyward where Salary in million U.S. dollars is 22.5.","The statistic depicts the average player salary of the teams in the National Football League in 2018 . According to the source , the average cost of the average player salary in the premier league amounted to an average of 13.76 million u.s. dollars in the presented season .","American professional sports leagues are known for paying their players handsomely and Major League Baseball is no different . The highest earner in the MLB in 2019 was the starting pitcher for the Arizona Diamondbacks , Stephen Strasburg . The 30-year-old three-time All-Star took home an annual salary of 38.33 million U.S. dollars in the 2019 season .","Highest salaries in Major League Baseball 2019"
"https://chart2text.s3.amazonaws.com/637.png","This statistic shows the U.S. Accommodationandfoodservices Industry by Utilities to Information , 2018 Wage salary . The largest ship Industry was Managementofcompaniesandenterprises 's Oasis III with a Wage salary of 130777 and an expected Industry date of 2016 .","This bar chart has 22 categories for the x axis representing Industry, and a y axis representing Wage and salary in U.S. dollars. The highest category is found at Managementofcompaniesandenterprises where Wage and salary in U.S. dollars is 130777.0. The lowest category is found at Accommodationandfoodservices where Wage and salary in U.S. dollars is 30403.0.","This graph shows the total value of the golf richest areas in the united kingdom ( UK ) in 2018 , by industry . In 2018 , the largest value in the u.s. was at 255.66 million British pounds .","This statistic shows the annual wage and salary per full-time equivalent employee in the United States in 2018 , by industry . In 2018 , the average wage and salary per employee in the mining industry was at 106,279 U.S. dollars .","Wage and salary of U.S. employees , by industry 2018"
"https://chart2text.s3.amazonaws.com/575.png","As of Top 2014 , the China had the highest Number of incarcerated individuals worldwide , countries about 2301534 million people in prison . The U.S. was followed by India , UnitedStates the Germany , and Brazil . The incarceration problem The China has an incredibly high Number of incarcerated individuals .","This bar chart has 20 categories for the x axis representing Country, and a y axis representing Number of employees. The highest category is found at China where Number of employees is 2301534.0. The lowest category is found at Turkey where Number of employees is 35100.0.","This statistic shows the countries with the largest number of employees in selected countries in 2017 . That year , brazil had the biggest number of employees in france with more than adeo million employees . l'oréal is a global international clothing and IT company , largely known of its mobile phone and losing share of the mobile phone market in the beginning of the 21st century .","This statistic displays the top 20 countries worldwide based on the number of people employed in the pharmaceutical industry as of 2014 . The pharmaceutical industry in Japan counted over 91,500 employees that year .","Top countries by pharmaceutical industry employment 2014"
"https://chart2text.s3.amazonaws.com/999.png","The statistic presents data on the Revenue of the June2016 League sales revenue in the Rocket League as of 2016 . The source projected that the June2016 had 110 million U.S. dollars in the measured period .","This bar chart has 2 categories for the x axis representing Month, and a y axis representing Revenue in million U.S. dollars. The highest category is found at June2016 where Revenue in million U.S. dollars is 110.0. The lowest category is found at December2015 where Revenue in million U.S. dollars is 70.0.","The statistic presents a forecast of the global revenue of direct-to-home ( dth ) tv in india in 2023 . The source projects that the revenue would increase from 33.87 to 43.49 billion u.s. dollars in the presented period .","The statistic presents information on the sales revenue generated by Rocket League worldwide as of June 2016 . According to estimates , the game developed by Psyonix generated 110 million U.S. dollars in sales revenue in the presented period .","Rocket League sales revenue worldwide 2016"
"https://chart2text.s3.amazonaws.com/1086.png","This statistic represents the percentage of units in the SouthCarolina of America as of 2017 , in the last 30 days 2017 State . As of that year , 142738 % of state in Oregon consumed more than 4 ( women ) or 5 ( men ) alcoholic beverages on a single occasion within the preceding 30 days .","This bar chart has 51 categories for the x axis representing State, and a y axis representing Registrations in units. The highest category is found at California where Registrations in units is 842543.0. The lowest category is found at Dist.ofCol. where Registrations in units is 4290.0.","This statistic shows the number of reported motorcycle thefts in the united in 2018 , by state . In 2018 , california had 7035 motorcycles reported as stolen .","The statistic shows the number of publicly owned , private and commercial motorcycles registered in U.S. states and the District of Columbia in 2017 . In that year , there were about 27,800 registered motorcycles in Delaware . U.S. motorcycle registrations by state In 2016 , California reported the highest amount of registered private and commercial motorcycles in the country , followed by Florida , Ohio , Pennsylvania and New York ( all of them with over 390,000 registrations that year ) .","U.S. motorcycle registrations by state 2017"
"https://chart2text.s3.amazonaws.com/1201.png","This statistic shows the results of a survey conducted in the country in 2017 on whether the respondents United in 2019 , or not . During the survey , some 75 % of respondents stated they United in States 2019 .","This bar chart has 2 categories for the x axis representing Response, and a y axis representing Share of respondents. The highest category is found at Women where Share of respondents is 75.0. The lowest category is found at Men where Share of respondents is 63.0.","A 2017 survey of u.s. adults found that approximately 13 percent of American men and 7 percent of American women currently smoke marijuana . Impact of Legalizing Cannabis in the u.s . Since Washington and Colorado legalized recreational marijuana in 2012 , several more states have followed suit .","This statistic shows the share of adults in the United States who were using Facebook as of February 2019 , sorted by gender . During that period of time , 75 percent of female respondents stated that they used the social networking site .","Facebook usage reach in the United States 2019 , by gender"
"https://chart2text.s3.amazonaws.com/902.png","The statistic shows the Netherlands price cut flowers Average price worldwide as of 2019 . According to the source , Dec'19 had a total of 36 % price to Netherlands per in the measured period .","This bar chart has 20 categories for the x axis representing Month, and a y axis representing Average price per flower in eurocent. The highest category is found at Nov'19 where Average price per flower in eurocent is 36.0. The lowest category is found at Jul'18 where Average price per flower in eurocent is 21.0.","This statistic presents the number of visits to travel booking sites worldwide in 2014 . booking.com had the most visits in 2014 , with an estimated number of visits of 166 million .","This statistic displays the average price of cut flowers sold in auctions in the Netherlands from May 2018 to December 2019 ( in eurocent per flower ) . In December 2019 , the average price of a flower sold on an auction in the Netherlands was 35 eurocent .","Average price of cut flowers sold in auctions in the Netherlands 2018 to 2019"
"https://chart2text.s3.amazonaws.com/253.png","The statistic represents the number of Chartered in the MSC in 2020 , Ownership Type . In 2020 , the number of Owned Chartered amounted to 217500 million TEUs in the MSC .","This bar chart has 3 categories for the x axis representing Ownership Type, and a y axis representing Number of TEUs. The highest category is found at Chartered where Number of TEUs is 2771795.0. The lowest category is found at Orderbook where Number of TEUs is 217500.0.","The statistic shows circulation of espn magazine in the country in the first half of 2015 , by type . The magazine sold 2.13 million copies over its subscription service and 5.6 thousand copies at newsstands . Its total paid circulation amounted to 2.14 million copies .","This statistic represents MSC 's number of TEUs as of March 2 , 2020 . Switzerland-based Mediterranean Shipping Company chartered ships with a capacity of approximately 2.8 million twenty-foot equivalent units in March 2019 .","MSC - number of TEUs 2020"
"https://chart2text.s3.amazonaws.com/844.png","In 2019 , Manitoba and the Saskatchewan were neck and with both province delivering Tree worth 107 and 102 million British pounds , respectively . The stores of coming from the Alberta during this time was about half of this . stores from BritishColumbia and Ontario followed closely .","This bar chart has 5 categories for the x axis representing Province, and a y axis representing Number of stores. The highest category is found at Ontario where Number of stores is 110.0. The lowest category is found at Manitoba where Number of stores is 13.0.","This statistic shows the number of stores due to canada in 2018 , by type . In that year , there were a total of 31620 dollar stores in canada . The total number of refugee stores in China amounted to 22,405 .","As of February 2019 , Ontario was the Canadian province home to the most Dollar Tree stores in the whole of Canada , with 110 . British Columbia and Alberta ranked in second and third places , with 49 and 37 stores respectively . At that time , there were Dollar Tree stores located in five of Canada 's ten provinces .","Number of Dollar Tree stores in Canada by province 2019"
"https://chart2text.s3.amazonaws.com/356.png","The statistic shows the Maximum of persons in particular countries , who were discipline for selected Fine periods from 1900 to Unexcusedlatereportingfororabsencefrompreseasontraining . The Fine occurred in Unexcusedlatereportingfororabsencefrompreseasontraining Ejectionfromgame discipline total 25000 % (in .","This bar chart has 9 categories for the x axis representing Fine Types, and a y axis representing Maximum fine (in U.S. dollars). The highest category is found at Unexcusedlatereportingfororabsencefrompreseasontraining where Maximum fine (in U.S. dollars) is 30000.0. The lowest category is found at Beingoverweight(perlb.) where Maximum fine (in U.S. dollars) is 470.0.","This statistic shows the number of households in ireland in 2019 , by type . In that year , there were 127 million private households in the united .","This graph depicts the maximum amount a NFL player can be fined for selected offenses in the 2011/2012 season . Throwing a football into the stands can be amerced with a maximum fine of 1,770 U.S. dollars .","Maximum discipline for selected player offenses in the NFL 2011/2012"
"https://chart2text.s3.amazonaws.com/415.png","The statistic shows the 20 Gross peaceful product Arab according to the Global domestic GDP 2018 . According to the Global domestic GDP 2018 , SaudiArabia was the Gross peaceful Country in the world with an GDP value of 3.574 .","This bar chart has 20 categories for the x axis representing Country, and a y axis representing GDP in billion U.S. dollars. The highest category is found at SaudiArabia where GDP in billion U.S. dollars is 786.52. The lowest category is found at Comoros where GDP in billion U.S. dollars is 1.18.","This statistic shows the 20 countries with the highest population of the gross domestic product ( gdp ) in 2019 . In 2019 , bangladesh ranked 4th with an estimated gdp growth of approximately 7.79 billion u.s. dollars .","This statistic shows gross domestic product ( GDP ) of the Arab world in 2018 . In 2018 , GDP of Algeria amounted to approximately 173.76 billion U.S. dollars .","Gross domestic product of the Arab world in 2018"
"https://chart2text.s3.amazonaws.com/429.png","The statistic shows the China ethnic of Share ethnic in Latin American countries in 2018 . That year , the Share of ethnic amounted to about 83.5 % .","This bar chart has 21 categories for the x axis representing Province, and a y axis representing Share of ethnic minorities. The highest category is found at Tibet where Share of ethnic minorities is 90.05. The lowest category is found at Zhejiang where Share of ethnic minorities is 11.81.","Between 2019 and 2020 , there were 594 m & A deals in the commercial services sector in the united . The total number of m & A deals amounted to 3,494 in that period .","The graph shows the share of ethnic minorities in the population of China 's minority autonomous regions by province . In 2018 , about 60.22 percent of the population in minority areas in Xinjiang belonged to ethnic minorities .","Share of ethnic minorities in the China 's minority autonomous regions 2018"
"https://chart2text.s3.amazonaws.com/1044.png","In 2018 , Chinese thousands accounted for the largest thousands of Singapore population ethnic Others , with a 2969.28 thousands . 535.82 thousands of the company population Others was made through Malays thousands that year . Malays thousands setting the pace strong growth of Singapore population Malays segment – rising seven thousands since 2012 – has contributed towards the falling thousands of its Chinese Ethnicity .","This bar chart has 4 categories for the x axis representing Ethnicity, and a y axis representing Population in thousands. The highest category is found at Chinese where Population in thousands is 2969.28. The lowest category is found at Others where Population in thousands is 128.65.","The graph shows the population distribution in china in 2018 , by broad age group . In 2018 , about 64.0 percent of the population was between 16 and 59 years old . Apart from the information given on broad age groups in this statistic , some more information is provided by a timeline for the age distribution and a population breakdown by smaller age groups .","As of June 2017 , the population of Singaporeans who were ethnic Chinese was around 2.97 million . Singapore is a multi-ethnic and multi-religious society , with residents categorized into four main ethnic groups : Chinese , Malay , Indian , and Other ethnicities .","Singapore resident population as of June 2018 by ethnic group"
"https://chart2text.s3.amazonaws.com/1184.png","It is expected that by 2023 , around 117.5 millions Filipinos will become internet of a internet users . Considering the forecasted population of around 118 millions , it reflects the high popularity of internet media in the Japan . Current state of internet media in the Japan have been called the internet media capital of the world , because most of the internet media have an extraordinarily high usage time of about four hours per day .","This line chart has an x axis representing Year and a y axis representing Number of internet users in millions, with a total of 7 data points. The chart has 3 significant trends. The longest trend is slightly negative which exists from 2023 to 2021. But, the next significant trend is slightly neutral which exists from 2021 to 2019. But, the next significant trend is extremely positive which exists from 2019 to 2017.","In 2018 , there were about 54.7 million internet users in vietnam . By 2023 , it was forecasted to be 75.7 million . The number of users rapidly increased after the adoption of the internet in vietnam in 1997 .","This statistic provides information on the number of internet users in Japan from 2017 to 2023 . In 2018 , Japan had approximately 117.6 million internet users . This figure is projected to decrease to about 117.5 million internet users in 2023 .","Japan : number of internet users 2017 to 2023"
"https://chart2text.s3.amazonaws.com/781.png","This statistic shows the Number of tourist arrivals at accommodation establishments in Slovakia from 2006 to 2018 . In 2018 , the Number of arrivals in travel accommodation ( including both international and domestic tourists ) amounted to approximately 5.49 millions .","This line chart has an x axis representing Year and a y axis representing Number of arrivals in millions, with a total of 13 data points. The chart has 3 significant trends. The longest trend is moderately positive which exists from 2014 to 2009. Additionally, the next significant trend is extremely positive which exists from 2018 to 2014. Correspondingly, the next significant trend is slightly positive which exists from 2009 to 2006.","This statistic shows the number of tourist arrivals at accommodation establishments in bulgaria from 2006 to 2018 . In 2018 , the number of arrivals in travel accommodation ( including both international and domestic tourists ) amounted to approximately 7.8 million .","This statistic shows the number of tourist arrivals at accommodation establishments in Slovakia from 2006 to 2018 . In 2018 there were around 5.49 million arrivals at accommodation establishments in Slovakia .","Number of arrivals in tourist accommodation Slovakia 2006 to 2018"
"https://chart2text.s3.amazonaws.com/1214.png","This statistic shows the degree of Urbanization in Japan from 2008 to 2018 and details the percentage of the entire population , living in urban areas . In 2018 , 91.62 % of the total population lived in Russian cities .","This line chart has an x axis representing Year and a y axis representing Share of urban population with a total of 11 data points. The chart has one significant trend. This trend is positive which exists from 2018 to 2008.","This statistic shows the degree of urbanization in nepal from 2008 to 2018 and details the percentage of the entire population , living in urban areas . In 2018 , 74.43 percent of the total population lived in Russian cities .","In the past decade , Japan 's degree of urbanization has leveled off at around 91 percent . This means that less than 10 percent of Japan 's population of 126 million inhabitants do not live in an urban setting . Japan is well above the degree of urbanization worldwide , which is 55 percent .","Urbanization in Japan 2018"
"https://chart2text.s3.amazonaws.com/258.png","This graph depicts the Average ticket price for Oakland Athletics games in the National Football League from 2006 to 2019 . In 2019 , the Average ticket price was at 24.3 U.S. dollars .","This line chart has an x axis representing Year and a y axis representing Average ticket price in U.S. dollars, with a total of 13 data points. The chart has 4 significant trends. The longest trend is moderately positive which exists from 2016 to 2011. Also, the next significant trend is slightly negative which exists from 2011 to 2008. On the other hand, the next significant trend is moderately negative which exists from 2019 to 2016. But, the next significant trend is extremely positive which exists from 2008 to 2006.","This graph depicts the average ticket price for los angeles ( St. Louis ) rams games in the National Football League from 2006 to 2019 . In 2019 , the average ticket price was at 118.09 u.s. dollars .","This graph depicts the average ticket price for Oakland Athletics games in Major League Baseball from 2006 to 2019 . In 2019 , the average ticket price was at 24.30 U.S. dollars .","Oakland Athletics average ticket price 2006 to 2019"
"https://chart2text.s3.amazonaws.com/184.png","This statistic shows the degree of Urbanization in United Arab Emirates from 2008 to 2018 . Urbanization means the Share of urban population in the total population of a country . In 2018 , 86.52 % of United Arab Emirates 's total population lived in urban areas and cities .","This line chart has an x axis representing Year and a y axis representing Share of urban population in total population with a total of 11 data points. The chart has one significant trend. This trend is positive which exists from 2018 to 2008.","This statistic shows the degree of urbanization in sweden from 2008 to 2018 . urbanization means the share of urban population in the total population of a country . In 2018 , 87.43 percent of sweden 's total population lived in urban areas and cities .","This statistic shows the degree of urbanization in the United Arab Emirates from 2008 to 2018 . Urbanization means the share of urban population in the total population of a country . In 2018 , 86.52 percent of United Arab Emirates ' total population lived in urban areas and cities .","Urbanization in the United Arab Emirates 2018"
"https://chart2text.s3.amazonaws.com/1063.png","The statistic depicts the Number of General Electric employees 2005 from to 2018 worldwide . In 2018 , General Electric employed 283 people worldwide . General Electric is founded in 1890 Berlin as a transport and accident insurer .","This line chart has an x axis representing Year and a y axis representing Number of employees in thousands, with a total of 14 data points. The chart has 5 significant trends. The longest trend is extremely positive which exists from 2014 to 2010. In a similar manner, the next significant trend is slightly negative which exists from 2010 to 2007. On the other hand, the next significant trend is moderately positive which exists from 2018 to 2016. Correspondingly, the next significant trend is moderately positive which exists from 2016 to 2014. In a similar manner, the next significant trend is extremely positive which exists from 2007 to 2005.","This statistic shows the number of employees of credit suisse from 2005 to 2018 . In 2018 , allianz group employed approximately 142.46 thousand people worldwide . allianz was founded in 1890 in Berlin as a transport and accident insurer .","This statistic shows the approximate number of employees at General Electric each year from 2005 to 2018 . In 2018 , General Electric employed around 283,000 people worldwide . Total number of GE employees General Electric conducts business in virtually every part of the world , with over 180 countries served .","General Electric : number of employees 2005 to 2018"
"https://chart2text.s3.amazonaws.com/930.png","This statistic shows the degree of Urbanization in Zimbabwe from 2008 to 2018 . Urbanization means the Share of urban population in the total population of a country . In 2018 , 32.21 % of Zimbabwe 's total population lived in urban areas and cities .","This line chart has an x axis representing Year and a y axis representing Share of urban population in total population with a total of 11 data points. The chart has one significant trend. This trend is negative which exists from 2018 to 2008.","This statistic shows the degree of urbanization in south korea from 2008 to 2018 . urbanization means the share of urban population in the total population of a country . In 2018 , 81.46 percent of south korea 's total population lived in urban areas and cities .","This statistic shows the degree of urbanization in Zimbabwe from 2008 to 2018 . Urbanization means the share of urban population in the total population of a country . In 2018 , 32.21 percent of Zimbabwe 's total population lived in urban areas and cities .","Urbanization in Zimbabwe 2018"
