"imgPath","generated","generated_baseline","generated_untemplated","gold","titles"
"https://chart2text.s3.amazonaws.com/875.png","The statistic shows the U.S. Rate of U.S. per 1,000 in the U.S. from 60-64 years to <1 year . In the 1-4 years season , U.S. rate is estimated to increase by 2.7 % 1,000 members , up from 1.8 % 1,000 in the previous Year .","This line chart has an x axis representing Year and a y axis representing Rate per 1,000 members, with a total of 15 data points. The chart has 5 significant trends. The longest trend is extremely negative which exists from <1 year to 15-17 years. Conversely, the next significant trend is slightly positive which exists from 15-17 years to 30-34 years. In a similar manner, the next significant trend is moderately positive which exists from 30-34 years to 40-44 years. Similarly, the next significant trend is moderately positive which exists from 40-44 years to 50-54 years. In a similar manner, the next significant trend is moderately neutral which exists from 50-54 years to 60-64 years.","The statistic shows the total motor insurance claims frequency in the united kingdom ( UK ) from 2002 to 2015 . Since 2002 the frequency has diminished . In 2002 , the total motor claims frequency was nearly 21 percent , whereas from 2012 to 2016 , it varied between 13.1 and 13.6 percent .","The highest rate of concussions among U.S. Blue Cross Blue Shield ( BCBS ) members from 2010 to 2015 was among those aged 15 - 17 years . Among that age group the rate of concussion was 18.8 per 1,000 members . Unsurprisingly , the age group with the lowest rate of concussion was those aged less than 1 year .","Concussion rate in the U.S. 2010 to 2015 , by age"
"https://chart2text.s3.amazonaws.com/1198.png","This graph depicts the annual National Hockey League Revenue of the Edmonton Oilers from the 2005/06 season to the 2018/19 season . The Revenue of the Edmonton Oilers amounted to 154 million U.S. dollars in the 2018/19 season .","This line chart has an x axis representing Year and a y axis representing Revenue in million U.S. dollars, with a total of 14 data points. The chart has 5 significant trends. The longest trend is slightly positive which exists from 2012/13 to 2008/09. Additionally, the next significant trend is slightly positive which exists from 2008/09 to 2005/06. Additionally, the next significant trend is slightly negative which exists from 2018/19 to 2016/17. Contrarily, the next significant trend is extremely negative which exists from 2016/17 to 2014/15. On the contrary, the next significant trend is extremely positive which exists from 2014/15 to 2012/13.","The statistic shows the revenue of the montreal canadiens from the 2005/06 season to the 2018/19 season . The revenue of the montreal canadiens amounted to 243 million u.s. dollars in the 2018/19 season .","This graph depicts the annual National Hockey League revenue of the Edmonton Oilers from the 2005/06 season to the 2018/19 season . The revenue of the Edmonton Oilers amounted to 154 million U.S. dollars in the 2018/19 season .","Edmonton Oilers ' revenue 2005 to 2019"
"https://chart2text.s3.amazonaws.com/43.png","This statistic displays the Unemployment rate in New York Unemployment from 1992 to 2018 . In 2018 , Unemployment in New York Unemployment was 4.1 % .","This line chart has an x axis representing Year and a y axis representing Unemployment rate, with a total of 27 data points. The chart has 6 significant trends. The longest trend is slightly negative which exists from '18 to '12. But, the next significant trend is extremely positive which exists from '12 to '06. Also, the next significant trend is slightly negative which exists from '97 to '92. Differently, the next significant trend is slightly negative which exists from '06 to '03. Differently, the next significant trend is extremely positive which exists from '03 to '00. Similarly, the next significant trend is moderately negative which exists from '00 to '97.","This statistic displays the unemployment rate in michigan from 1992 to 2018 . In 2018 , unemployment in michigan was 4.1 percent .","This statistic displays the unemployment rate in the state of New York from 1992 to 2018 . In 2018 , unemployment in New York was 4.1 percent .","New York - Unemployment rate 1992 to 2018"
"https://chart2text.s3.amazonaws.com/556.png","This statistic shows the average Inflation rate in Malawi from 1984 to 2018 , with projections up until 2024 . In 2018 , the average Inflation rate in Malawi amounted to about 9.22 % compared to the previous Year .","This line chart has an x axis representing Year and a y axis representing Inflation rate compared to previous year, with a total of 41 data points. The chart has 5 significant trends. The longest trend is moderately negative which exists from 2024 to 2013. Conversely, the next significant trend is moderately positive which exists from 2008 to 2001. Likewise, the next significant trend is extremely negative which exists from 1995 to 1988. Contrarily, the next significant trend is slightly negative which exists from 2001 to 1995. Differently, the next significant trend is extremely negative which exists from 2013 to 2008.","This statistic shows the average inflation rate in trinidad and tobago from 1984 to 2018 , with projections up until 2024 . In 2018 , the average inflation rate in trinidad and tobago amounted to about 1.02 percent compared to the previous year .","This statistic shows the average inflation rate in Malawi from 1984 to 2018 , with projections up until 2024 . In 2018 , the average inflation rate in Malawi amounted to about 9.22 percent compared to the previous year .","Inflation rate in Malawi 2024"
"https://chart2text.s3.amazonaws.com/891.png","This graph depicts the Average ticket price for Tampa Bay Buccaneers games in Major League Baseball from 2006 to 2019 . In 2019 , the Average ticket price was at 82.59 U.S. dollars .","This line chart has an x axis representing Year and a y axis representing Average ticket price in U.S. dollars, with a total of 13 data points. The chart has 4 significant trends. The longest trend is slightly negative which exists from 2013 to 2008. On the contrary, the next significant trend is moderately positive which exists from 2019 to 2015. In a similar manner, the next significant trend is moderately neutral which exists from 2015 to 2013. In a similar manner, the next significant trend is extremely positive which exists from 2008 to 2006.","This graph depicts the average ticket price for los angeles ( St. Louis ) rams games in the National Football League from 2006 to 2019 . In 2019 , the average ticket price was at 118.09 u.s. dollars .","This graph depicts the average ticket price for Tampa Bay Buccaneers games in the National Football League from 2006 to 2019 . In 2019 , the average ticket price was at 82.59 U.S. dollars .","Average ticket price of the Tampa Bay Buccaneers 2006 to 2019"
"https://chart2text.s3.amazonaws.com/247.png","This statistic gives information on the internet penetration rate in Argentina from 2017 to 2023 . In 2017 , 77 % of the Singaporean population were using the internet . In 2023 , this figure is projected to grow 94 % .","This line chart has an x axis representing Year and a y axis representing Share of population with a total of 7 data points. The chart has one significant trend. This trend is positive which exists from 2023 to 2017.","This statistic gives information on the internet penetration rate in singapore from 2017 to 2023 . In 2017 , 53 percent of the Singaporean population were using the internet . In 2023 , this figure is projected to grow to 82 percent .","This statistic provides information on internet user penetration in Argentina from 2017 to 2023 . In 2017 , 77 percent of the population in Argentina were accessing the internet . This figure is projected to grow to 94 percent by 2023 .","Argentina : internet user penetration 2017 to 2023"
"https://chart2text.s3.amazonaws.com/461.png","This graph depicts the Average ticket price for Kansas City Royals games in Major League Baseball from 2006 to 2019 . In 2019 , the Average ticket price was at 32.84 U.S. dollars .","This line chart has an x axis representing Year and a y axis representing Average ticket price in U.S. dollars, with a total of 13 data points. The chart has 5 significant trends. The longest trend is extremely positive which exists from 2016 to 2013. Additionally, the next significant trend is extremely positive which exists from 2009 to 2006. Also, the next significant trend is extremely positive which exists from 2019 to 2016. Also, the next significant trend is slightly positive which exists from 2013 to 2011. Also, the next significant trend is slightly neutral which exists from 2011 to 2009.","This graph depicts the average ticket price for washington nationals games in Major League Baseball from 2006 to 2019 . In 2019 , the average ticket price was at 44.12 u.s. dollars .","This graph depicts the average ticket price for Kansas City Royals games in Major League Baseball from 2006 to 2019 . In 2019 , the average ticket price was at 32.84 U.S. dollars .","Kansas City Royals average ticket price 2006 to 2019"
"https://chart2text.s3.amazonaws.com/1088.png","The statistic shows the Number Carnival of Corporation & on a free-on board ( FOB ) plant basis in the plc between 2007 and 2019 . In 2019 , the Number FOB plant Carnival for this construction material was around 12.9 US passengers millions .","This line chart has an x axis representing Year and a y axis representing Number of passengers in millions with a total of 13 data points. The chart has one significant trend. This trend is positive which exists from 2019 to 2007.","The statistic shows the net income of Swiss-based pharmaceutical company roche from 2007 to 2019 . roche is one of the largest global pharmaceutical companies . In 2019 , roche reported approximately 14.1 billion swiss francs of net income .","This statistic shows the number of Carnival Corporation & plc passengers worldwide from 2007 to 2019 . In 2019 , the cruise company Carnival Corporation carried approximately 12.9 million passengers on its ships ..","Number of Carnival Corporation & plc passengers worldwide 2007 to 2019"
"https://chart2text.s3.amazonaws.com/226.png","The statistic shows Gross domestic product ( GDP ) in Sudan from 1984 to 2018 , with projections up until 2024 . Gross domestic product ( GDP ) denotes the aggregate value of all services and goods produced within a country in any given Year . GDP is an important indicator of a country 's economic power .","This line chart has an x axis representing Year and a y axis representing Gross domestic product in billion U.S. dollars, with a total of 41 data points. The chart has 5 significant trends. The longest trend is extremely positive which exists from 2012 to 1999. Also, the next significant trend is moderately positive which exists from 1999 to 1990. Also, the next significant trend is slightly positive which exists from 2019 to 2012. Likewise, the next significant trend is moderately positive which exists from 1990 to 1984. Similarly, the next significant trend is moderately positive which exists from 2024 to 2019.","The statistic shows gross domestic product ( gdp ) in uganda from 1984 to 2018 , with projections up until 2024 . gross domestic product ( gdp ) denotes the aggregate value of all services and goods produced within a country in any given year . gdp is an important indicator of a country 's economic power .","The statistic shows gross domestic product ( GDP ) in Sudan from 1984 to 2024 . Gross domestic product ( GDP ) denotes the aggregate value of all services and goods produced within a country in any given year . GDP is an important indicator of a country 's economic power .","Gross domestic product ( GDP ) in Sudan 2024"
"https://chart2text.s3.amazonaws.com/666.png","The statistic shows Gross domestic product ( GDP ) in Puerto Rico from 1984 to 2018 , with projections up until 2024 . Gross domestic product ( GDP ) denotes the aggregate value of all services and goods produced within a country in any given Year . GDP is an important indicator of a country 's economic power .","This line chart has an x axis representing Year and a y axis representing Gross domestic product in billion U.S. dollars, with a total of 41 data points. The chart has 3 significant trends. The longest trend is extremely positive which exists from 2014 to 1984. In a similar manner, the next significant trend is slightly positive which exists from 2024 to 2019. Correspondingly, the next significant trend is slightly positive which exists from 2019 to 2014.","The statistic shows gross domestic product ( gdp ) in norway from 1984 to 2018 , with projections up until 2024 . gross domestic product ( gdp ) denotes the aggregate value of all services and goods produced within a country in any given year . gdp is an important indicator of a country 's economic power .","The statistic shows gross domestic product ( GDP ) in current U.S. dollars in Puerto Rico from 1984 to 2018 , with projections up until 2024 . Gross domestic product ( GDP ) denotes the aggregate value of all services and goods produced within a country in any given year . GDP is an important indicator of a country 's economic power .","Gross domestic product ( GDP ) in current U.S. dollars in Puerto Rico 2024"
"https://chart2text.s3.amazonaws.com/667.png","This statistic shows the number of victims the Brazil Henrique_Meirelles_(MDB) Vera_Lúcia_(PSTU) in the Cabo_Daciolo_(PATRI) between 1982 and Brazil 0 , 2018 . Shown are the 25 Henrique_Meirelles_(MDB) Vera_Lúcia_(PSTU) with the highest number of Situation . The number of Situation people in these Vera_Lúcia_(PSTU) is also provided .","This grouped bar chart has 30 categories for the x axis of Month representing Situation A, and Situation B. The highest category is found at Luiz Inácio Lula da Silva (PT) with a mean value of 19.5. The second highest category is found at Blank or voided ballots/No vote with a mean value of 11.0. This represents a difference of 55.7%.","essential sold have a voluminous import market in europe . In 2017 , a total of 87,000 tonnes of essential oils were imported by European countries . On an individual level , countries within europe had varying degrees of interest and import trade in different types of essential oils .","The statistic shows the results of a survey carried out in August 2018 to measure the voting intention for the leading candidates to the first round of presidential elections in Brazil . Respondents were presented with two sets of candidates reflecting different potential election situations . As of August 2018 , the voting intention for presidential candidate Marina Silva amounted to 8 percent in the situation A and 16 percent in the situation B .","Brazil : voting intention for 2018 presidential elections , by candidate"
"https://chart2text.s3.amazonaws.com/318.png","A majority of survey found that around 49 % of respondents aged Male to took Every_day to phone Several_times_a_day in the previous UK . The mobile does not require businesses to provide employees with paid phone leave , however bigger businesses must offer unpaid leave for medical issues . Laws regarding phone leave do vary making state .","This grouped bar chart has 7 categories for the x axis of Response representing Male, and Female. The highest category is found at Several times a day with a mean value of 47.5. The second highest category is found at Every day with a mean value of 22.5. This represents a difference of 71.4%.","This statistic shows the results of a survey among americans on their belief in the concepts of god , heaven and hell in 2014 . As of 2011 , about 75 percent of respondents believed in hell .","Figures covering the frequency of mobile phone use show a relatively even split among genders in the United Kingdom ( UK ) during 2019 . Males were slightly more likely to use their mobile phones to make calls several times a day , while less than one percent of female respondents reported never using a mobile phone to make calls . Mobile call volume increasing The volume of calls made using mobile phones has increased over the past several years .","Mobile phone usage : frequency of making mobile phone calls in the UK 2019 , by gender"
"https://chart2text.s3.amazonaws.com/365.png","The statistic presents the global box office of the Jurassic_World of the Jurassic Park Movie series in North America and Worldwide . As of , `` Jurassic_World of the Jurassic Park : On Jurassic_Park_III '' , the fourth installment in the series , reached a gross of 181.17 million U.S. dollars in 4,164 cinemas across North America . Johnny Depp , the actor who plays Captain Jack Sparrow , ranked fifth on the list of the best-paid actors Worldwide in 2016 , with an annual income of 48 million U.S. dollars .","This grouped bar chart has 5 categories for the x axis of Movie representing North America, and Worldwide. The highest category is found at Jurassic World with a mean value of 1161.99. The second highest category is found at Jurassic World: Fallen Kingdom with a mean value of 860.78. This represents a difference of 29.8%.","The statistic presents the box office revenue of the pirates of the caribbean movie series in north america and worldwide . As of , `` pirates of the caribbean : On stranger tides '' , the fourth installment in the series , reached a gross of 241.07 million U.S. dollars in 4,164 cinemas across north america . Johnny Depp , the actor who plays Captain Jack Sparrow , ranked fifth on the list of the best-paid actors worldwide in 2016 , with an annual income of 48 million U.S. dollars .","The statistic presents the box office revenue of the Jurassic Park movie series in North America and worldwide . As of October 2018 , `` Jurassic World '' , the fourth installment in the series released in 2015 , reached a gross of 652.27 million U.S. dollars in 4,291 cinemas across North America . It is currently the fifth most successful movie of all time based on global box office revenue .","The Jurassic Park franchise : domestic and global box office revenue 2018"
"https://chart2text.s3.amazonaws.com/604.png","Between 2014 and 2019 , the major supermarket chain Australia 's was the first choice in terms of Major countries . For the 12-week period ending 2014 26th , 2019 total Major expenditure in its mine amounted to approximately 7.1 billion British pounds . Over the period in consideration , Sainsbury 's and China ranked second and third respectively , while the difference in their Major expenditure was relatively minor .","This grouped bar chart has 8 categories for the x axis of Country representing 2014, 2016, 2018, and 2019. The highest category is found at Australia with a mean value of 32100.0. The second highest category is found at Chile with a mean value of 14625.0. This represents a difference of 74.8%.","This statistic shows the number of medium and heavy commercial vehicles that were registered in selected countries across europe in 2014 . In france , over 55,400 heavy commercial vehicles were registered in 2018 . Truck registrations in europe With over 94,400 , the leader of heavy commercial vehicle registrations within europe was germany .","This statistic depicts the countries with the largest mine production of lithium worldwide from 2014 to 2019 . For example , Australia 's lithium mine production came to approximately 42,000 metric tons in 2019 . Lithium is a soft alkali metal with uses in batteries , ceramics and glass , electronics , metallurgy , and more .","Major countries in lithium mine production 2014 to 2019"
"https://chart2text.s3.amazonaws.com/445.png","The Monthly retail sales beer one kilogram of wine in Canada was 1.89 Canadian dollars in 2019 . This sales remained relatively stable in 2019 , staying between 1.87 and 1.91 Canadian dollars per kilogram . Prices were higher in 2015 , with an Monthly cost of 1.87 dollars .","This grouped bar chart has 12 categories for the x axis of Month representing 2015, 2016, 2017, 2018, and 2019. The highest category is found at Feb with a mean value of 1.89. The second highest category is found at Jan with a mean value of 1.87. This represents a difference of 0.7%.","The average retail price for one kilogram of bananas in canada was 1.55 Canadian dollars in 2019 . This price remained relatively stable in 2019 , staying between 1.54 and 1.57 Canadian dollars per kilogram . Prices were higher in 2015 , with an average monthly cost of 1.7 dollars .","Retail sales of beer , wine and liquor stores reached approximately 2.01 billion Canadian dollars in February 2019 , an increase of around 80 million Canadian dollars compared to February in the previous year . Monthly sales have witnessed a steady increase over the past five years . Of these beverages , wine is the most popular among Canadians , followed by domestic and imported beer .","Monthly retail sales of beer , wine and liquor stores in Canada 2015 to 2019"
"https://chart2text.s3.amazonaws.com/818.png","The Average retail price for one kilogram of regular in Canada was 109.7 Canadian dollars in 2019 . This price remained relatively stable in 2019 , staying between 106.0 and 106.5 Canadian dollars per kilogram . Prices were higher in 2015 , with an Average monthly cost of 106.0 dollars .","This grouped bar chart has 12 categories for the x axis of Month representing 2015, 2016, 2017, 2018, and 2019. The highest category is found at May with a mean value of 118.8. The second highest category is found at Jun with a mean value of 117.34. This represents a difference of 1.2%.","The average retail price for one kilogram of bananas in canada was 1.55 Canadian dollars in 2019 . This price remained relatively stable in 2019 , staying between 1.54 and 1.57 Canadian dollars per kilogram . Prices were higher in 2015 , with an average monthly cost of 1.7 dollars .","The average retail price for regular , unleaded gasoline at self-service stations in Canada was 114.5 Canadian cents per liter in December 2019 . Prices hitt a high of 1.3 dollars per liter in May 2019 . The average price in 2018 was around 1.26 dollars per liter , a substantial increase from an average of 1.07 dollars in 2015 .","Average retail price for regular , unleaded gasoline in Canada 2015 to 2019"
"https://chart2text.s3.amazonaws.com/748.png","The survey shows result of survey on Amount of Android_owners in U.S. by in the country as of 2016 . The results were split my respondents ' 2010 . During the survey , 19 of Afrian - respondents stated U.S. by did a Android_owners of potraying Android_owners .","This grouped bar chart has 3 categories for the x axis of Response representing Under $50, $50 - $100, $100 - $200, and $200 and up. The highest category is found at BlackBerry owners with a mean value of 23.5. The second highest category is found at iPhone owners with a mean value of 23.5. This represents a difference of 0.0%.","This statistic shows the results of a survey in 2014 among u.s. adults by gender on the most important issues to them in choosing a spouse or partner . During the survey , 46 percent of men were of the opinion that finding someone with a steady job would be very important to them in choosing a spouse or partner while 78 percent of women were of the opinion that finding someone with a steady job would be very important to them .","This statistic shows the results of a survey conducted in 2010 in the United States asking smartphone users how much they have spent on accessories for their cell phone . The survey revealed that 60 percent of Android owners spent under 50 U.S. dollars on accessories for their mobile phone .","Amount spent on smartphone accessories by U.S. consumers 2010"
"https://chart2text.s3.amazonaws.com/393.png","This statistic shows the Novartis ' spending research of development in Novartis 2017 and 2019 . In the first Company of 2019 , the ' spending research of development in Novartis the country was 7.62 U.S. dollars . In 2017 , there were 5.6 million international overnight visitors to Novartis .","This grouped bar chart has 3 categories for the x axis of Company representing 2017, 2018, and 2019. The highest category is found at Innovative Medicines with a mean value of 7.82. The second highest category is found at Sandoz with a mean value of 0.94. This represents a difference of 156.9%.","This statistic shows the distribution of the remote patient monitoring market in north America in 2008 and 2015 with a forecast for 2022 , by country , in million u.s. dollars . In 2015 , the remote patient monitoring market in the u.s. was valued at around 175 million dollars and was expected to grow to almost 536 million dollars by the year 2022 .","This statistic shows the expenditure on research and development of pharmaceutical company Novartis from 2017 to 2019 , by business segment . In 2016 and 2017 , in both years , the company spent around 7.6 billion U.S. dollars for research and development in the Innovative Medicines division .","Novartis ' spending on research and development by segment 2017 to 2019"
"https://chart2text.s3.amazonaws.com/268.png","The Average retail price for one kilogram of ground in Canada was 12.41 Canadian dollars in 2019 . This price remained relatively stable in 2019 , staying between 11.93 and 12.2 Canadian dollars per kilogram . Prices were higher in 2015 , with an Average monthly cost of 11.93 dollars .","This grouped bar chart has 12 categories for the x axis of Month representing 2015, 2016, 2017, 2018, and 2019. The highest category is found at Apr with a mean value of 12.29. The second highest category is found at Sep with a mean value of 12.29. This represents a difference of 0.0%.","The average retail price for one kilogram of bananas in canada was 1.55 Canadian dollars in 2019 . This price remained relatively stable in 2019 , staying between 1.54 and 1.57 Canadian dollars per kilogram . Prices were higher in 2015 , with an average monthly cost of 1.7 dollars .","In Canada , one kilogram of ground beef cost an average 11.69 Canadian dollars in November 2019 . This price has fluctuated throughout the year , with a high of 11.67 dollars in October 2019 . Ground , otherwise known as minced , beef is often considered a cheaper and more versatile alternative to other cuts of beef .","Average retail price for ground beef in Canada 2015 to 2019"
