HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.imgPath,Input.generated,Input.generated_baseline,Input.generated_untemplated,Input.gold,Input.titles,Answer.explanation1,Answer.explanation2,Answer.explanation3,Answer.explanation4,Answer.no0.0,Answer.no1.0,Answer.no2.0,Answer.option1a.1,Answer.option1b.1,Answer.option1c.1,Answer.option1d.1,Answer.option2a.2,Answer.option2b.2,Answer.option2c.2,Answer.option2d.2,Answer.option3a.3,Answer.option3b.3,Answer.option3c.3,Answer.option3d.3,Answer.option4a.4,Answer.option4b.4,Answer.option4c.4,Answer.option4d.4,Answer.option5a.5,Answer.option5b.5,Answer.option5c.5,Answer.option5d.5,Answer.other0.3,Answer.other1.3,Answer.other2.3,Answer.otherText0,Answer.otherText1,Answer.otherText2,Answer.partial0.2,Answer.partial1.2,Answer.partial2.2,Answer.yes0.1,Answer.yes1.1,Answer.yes2.1,Approve,Reject
3566S7OX5DQ0UOF3YQTOQQPJVLZ71N,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 07:04:38 PDT 2020,2,BatchId:4165667;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 07:04:38 PDT 2020,,,324G5B4FB4G3AJSFS9UP152V2OK70T,AASV7VOMK1DWV,Approved,Thu Aug 27 09:27:24 PDT 2020,Thu Aug 27 09:33:40 PDT 2020,Thu Sep 03 09:33:40 PDT 2020,Fri Aug 28 10:18:48 PDT 2020,,,376,100% (1/1),100% (1/1),100% (1/1),https://chart2text.s3.amazonaws.com/255.png,"The Population China at 2008 was 713.51 years old for men in China 2018 , and 681.87 years old for women . Within the considered time frame , men were about three years older then women on Population when marrying , and all in the Population China seems to increase . In 2018 , the Population China in was about the same as in Denmark and the Netherlands .",This line chart has 2 lines. The line representing Male had the highest values across Year with a mean value of 697.5. This peaked at 2018 with a value of 713.0.  The line with the second highest values was Female with a mean value of 663.1. This line peaked at 2018 with a value of 681.0,"The average age at marriage was 38.7 years old for men in norway in 2018 , and 35.4 years old for women . Within the considered time frame , men were about three years older then women on average when marrying , and all in all the average age seems to increase . In 2018 , the average age in norway was about the same as in Denmark and the Netherlands .","In 2018 , there were around 713 million male inhabitants and 682 million female inhabitants living in China , amounting to nearly 1.4 billion people in total . The population of the world 's most populous country remains growing , but growth has been slowing down and the total population size is forecast to peak around the end of the 2020s . Birth control in China From the beginning of the 1970s on , having many children was no longer encouraged in mainland China .","Population in China 2008 - 2018 , by gender",a lot of broken English,terrible grammar,the summery doesn't match the chart at all,the summery doesn't match the chart at all,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,the chart says population but the words are for a persons age.,none of that information is on the chart,china is the only country on the chart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3566S7OX5DQ0UOF3YQTOQQPJVLZ71N,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 07:04:38 PDT 2020,2,BatchId:4165667;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 07:04:38 PDT 2020,,,3EF8EXOTT23W13EZP1NMI0QEYBNJ1C,A39FWGIPGNZZSH,Approved,Thu Aug 27 09:19:10 PDT 2020,Thu Aug 27 09:30:30 PDT 2020,Thu Sep 03 09:30:30 PDT 2020,Fri Aug 28 10:18:48 PDT 2020,,,680,100% (5/5),100% (5/5),100% (5/5),https://chart2text.s3.amazonaws.com/255.png,"The Population China at 2008 was 713.51 years old for men in China 2018 , and 681.87 years old for women . Within the considered time frame , men were about three years older then women on Population when marrying , and all in the Population China seems to increase . In 2018 , the Population China in was about the same as in Denmark and the Netherlands .",This line chart has 2 lines. The line representing Male had the highest values across Year with a mean value of 697.5. This peaked at 2018 with a value of 713.0.  The line with the second highest values was Female with a mean value of 663.1. This line peaked at 2018 with a value of 681.0,"The average age at marriage was 38.7 years old for men in norway in 2018 , and 35.4 years old for women . Within the considered time frame , men were about three years older then women on average when marrying , and all in all the average age seems to increase . In 2018 , the average age in norway was about the same as in Denmark and the Netherlands .","In 2018 , there were around 713 million male inhabitants and 682 million female inhabitants living in China , amounting to nearly 1.4 billion people in total . The population of the world 's most populous country remains growing , but growth has been slowing down and the total population size is forecast to peak around the end of the 2020s . Birth control in China From the beginning of the 1970s on , having many children was no longer encouraged in mainland China .","Population in China 2008 - 2018 , by gender",Summary does not accurately depict graph data.,The writer describes age differences in the summary instead of population numbers.,The  writer describes age difference sinstead of population.,No lables on the Y axis.,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,The Summary describes age instead of population data.,There are no lables for the Y axis. Can not tell if chart accurately supports summary data..,No data points are provided on the graph for other Countries.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3TKXBROM5TH4EPC3763RLFBE3MZIJU,3S2GEPESO9JAZUJZQ5IUMY43IRJUQG,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.15 ,Fri Aug 28 13:30:16 PDT 2020,1,BatchId:4167465;OriginalHitTemplateId:928390912;,3600,604800,Fri Sep 04 13:30:16 PDT 2020,,,308XBLVESJCECPF4Z3PKQ3PEVHJBRH,A3NCBTLV7F3MLY,Submitted,Fri Aug 28 13:38:08 PDT 2020,Fri Aug 28 13:48:54 PDT 2020,Fri Sep 04 13:48:54 PDT 2020,,,,646,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/268.png,"The Average retail price for one kilogram of ground in Canada was 12.41 Canadian dollars in 2019 . This price remained relatively stable in 2019 , staying between 11.93 and 12.2 Canadian dollars per kilogram . Prices were higher in 2015 , with an Average monthly cost of 11.93 dollars .","This grouped bar chart has 12 categories for the x axis of Month representing 2015, 2016, 2017, 2018, and 2019. The highest category is found at Apr with a mean value of 12.29. The second highest category is found at Sep with a mean value of 12.29. This represents a difference of 0.0%.","The average retail price for one kilogram of bananas in canada was 1.55 Canadian dollars in 2019 . This price remained relatively stable in 2019 , staying between 1.54 and 1.57 Canadian dollars per kilogram . Prices were higher in 2015 , with an average monthly cost of 1.7 dollars .","In Canada , one kilogram of ground beef cost an average 11.69 Canadian dollars in November 2019 . This price has fluctuated throughout the year , with a high of 11.67 dollars in October 2019 . Ground , otherwise known as minced , beef is often considered a cheaper and more versatile alternative to other cuts of beef .",Average retail price for ground beef in Canada 2015 to 2019,coherent the summary,summary explains clearly,chart concise the summary,chart is very clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2019 dollar rate in canada that said right,given summary is right,i think thats right,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,
3ZLW647WAL2PIQWCFIQCISN8IPR23U,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 07:04:38 PDT 2020,2,BatchId:4165667;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 07:04:38 PDT 2020,,,3F0BG9B9MQV07EO00H5YTXWFE0AY7U,A23BGNP50WTKI2,Approved,Thu Aug 27 08:28:56 PDT 2020,Thu Aug 27 08:31:17 PDT 2020,Thu Sep 03 08:31:17 PDT 2020,Fri Aug 28 10:18:47 PDT 2020,,,141,100% (143/143),100% (143/143),100% (143/143),https://chart2text.s3.amazonaws.com/268.png,"The Average retail price for one kilogram of ground in Canada was 12.41 Canadian dollars in 2019 . This price remained relatively stable in 2019 , staying between 11.93 and 12.2 Canadian dollars per kilogram . Prices were higher in 2015 , with an Average monthly cost of 11.93 dollars .","This grouped bar chart has 12 categories for the x axis of Month representing 2015, 2016, 2017, 2018, and 2019. The highest category is found at Apr with a mean value of 12.29. The second highest category is found at Sep with a mean value of 12.29. This represents a difference of 0.0%.","The average retail price for one kilogram of bananas in canada was 1.55 Canadian dollars in 2019 . This price remained relatively stable in 2019 , staying between 1.54 and 1.57 Canadian dollars per kilogram . Prices were higher in 2015 , with an average monthly cost of 1.7 dollars .","In Canada , one kilogram of ground beef cost an average 11.69 Canadian dollars in November 2019 . This price has fluctuated throughout the year , with a high of 11.67 dollars in October 2019 . Ground , otherwise known as minced , beef is often considered a cheaper and more versatile alternative to other cuts of beef .",Average retail price for ground beef in Canada 2015 to 2019,incorrect figures and summary,correct,incorrect figures and summary,incorrect figures and summary,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,incorrect figures and summary,the lowest price in july was less than 11 dollars,incorrect figures and summary,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,
3ZLW647WAL2PIQWCFIQCISN8IPR23U,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 07:04:38 PDT 2020,2,BatchId:4165667;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 07:04:38 PDT 2020,,,3HQUKB7LNGMBE84N3QNMYAQ627IHH5,AUOS916878BQE,Approved,Thu Aug 27 07:42:10 PDT 2020,Thu Aug 27 07:47:31 PDT 2020,Thu Sep 03 07:47:31 PDT 2020,Fri Aug 28 10:18:48 PDT 2020,,,321,100% (11/11),100% (11/11),100% (11/11),https://chart2text.s3.amazonaws.com/268.png,"The Average retail price for one kilogram of ground in Canada was 12.41 Canadian dollars in 2019 . This price remained relatively stable in 2019 , staying between 11.93 and 12.2 Canadian dollars per kilogram . Prices were higher in 2015 , with an Average monthly cost of 11.93 dollars .","This grouped bar chart has 12 categories for the x axis of Month representing 2015, 2016, 2017, 2018, and 2019. The highest category is found at Apr with a mean value of 12.29. The second highest category is found at Sep with a mean value of 12.29. This represents a difference of 0.0%.","The average retail price for one kilogram of bananas in canada was 1.55 Canadian dollars in 2019 . This price remained relatively stable in 2019 , staying between 1.54 and 1.57 Canadian dollars per kilogram . Prices were higher in 2015 , with an average monthly cost of 1.7 dollars .","In Canada , one kilogram of ground beef cost an average 11.69 Canadian dollars in November 2019 . This price has fluctuated throughout the year , with a high of 11.67 dollars in October 2019 . Ground , otherwise known as minced , beef is often considered a cheaper and more versatile alternative to other cuts of beef .",Average retail price for ground beef in Canada 2015 to 2019,its correct,grammar and wording is correct,its concice but missing key information,information stated does not match graph,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,the average price in 2019 cannot 12.41. data shown in the graph month on month is constatly bellow 12.,2019 shows important fluctuations in price,"2015 was definetly higher, from the graph it should have a mean value well above 12.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
351S7I5UG93WSQNU4MGJQN7VPLTNJF,3S2GEPESO9JAZUJZQ5IUMY43IRJUQG,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.15 ,Fri Aug 28 13:30:16 PDT 2020,1,BatchId:4167465;OriginalHitTemplateId:928390912;,3600,604800,Fri Sep 04 13:30:16 PDT 2020,,,3X87C8JFV7JDHAH6XAMFB2P93K8SQ5,A284O3MQDUIRHI,Submitted,Fri Aug 28 16:21:45 PDT 2020,Fri Aug 28 16:29:30 PDT 2020,Fri Sep 04 16:29:30 PDT 2020,,,,465,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/282.png,"The majority of Military_defense and United in the United Kingdom were listed as Foreign_military_aid oncologists in . Comparatively , the fewest Defense of oncologists were registered as Defense_(not_elsewhere_classified) oncologists at that time . With an aging population and workforce , the United Kingdom is predicted to face a serious shortage of Military_defense and United in the coming years .","This grouped bar chart has 5 categories for the x axis of Defense Category representing 2017/18, and 2018/19. The highest category is found at Military defense with a mean value of 37194.5. The second highest category is found at R&D defense with a mean value of 1285.0. This represents a difference of 186.6%.","The majority of hematology and oncology physicians in the u.s. were listed as radiation oncologists in 2016 . Comparatively , the fewest number of oncologists were registered as surgical oncologists at that time . With an aging population and workforce , the u.s. is predicted to face a serious shortage of hematology and oncology physicians in the coming years .","This statistic shows public sector expenditure on defense in the United Kingdom ( UK ) from 2017/18 to 2018/19 , by type . The majority of spending was for military defense . In 2018/19 , research and development accounted for 1.3 billion British pounds of the total of approximately 32.4 billion British pound expenditure .",Defense spending breakdown of the United Kingdom ( UK ) 2017/18 - 2018/19,its coherent,its  fluent,its concise,its neutral,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,its partially,no,its partially,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
36BTXXLZ2VFR46W1UMAWT5NM8H2R4I,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 07:04:38 PDT 2020,2,BatchId:4165667;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 07:04:38 PDT 2020,,,3KIBXJ1WD62C8FRIDOL9VB3Z6ATKOT,A1E5A3HM7CQP99,Approved,Thu Aug 27 07:15:32 PDT 2020,Thu Aug 27 07:39:03 PDT 2020,Thu Sep 03 07:39:03 PDT 2020,Fri Aug 28 10:18:48 PDT 2020,,,1411,100% (1/1),100% (1/1),100% (1/1),https://chart2text.s3.amazonaws.com/282.png,"The majority of Military_defense and United in the United Kingdom were listed as Foreign_military_aid oncologists in . Comparatively , the fewest Defense of oncologists were registered as Defense_(not_elsewhere_classified) oncologists at that time . With an aging population and workforce , the United Kingdom is predicted to face a serious shortage of Military_defense and United in the coming years .","This grouped bar chart has 5 categories for the x axis of Defense Category representing 2017/18, and 2018/19. The highest category is found at Military defense with a mean value of 37194.5. The second highest category is found at R&D defense with a mean value of 1285.0. This represents a difference of 186.6%.","The majority of hematology and oncology physicians in the u.s. were listed as radiation oncologists in 2016 . Comparatively , the fewest number of oncologists were registered as surgical oncologists at that time . With an aging population and workforce , the u.s. is predicted to face a serious shortage of hematology and oncology physicians in the coming years .","This statistic shows public sector expenditure on defense in the United Kingdom ( UK ) from 2017/18 to 2018/19 , by type . The majority of spending was for military defense . In 2018/19 , research and development accounted for 1.3 billion British pounds of the total of approximately 32.4 billion British pound expenditure .",Defense spending breakdown of the United Kingdom ( UK ) 2017/18 - 2018/19,option,easy to understand,know about the future,got knowledge,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,we cant decide,its too dificult to decide,due to panademic it will effect,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,
36BTXXLZ2VFR46W1UMAWT5NM8H2R4I,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 07:04:38 PDT 2020,2,BatchId:4165667;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 07:04:38 PDT 2020,,,3PM8NZGV8ZOLDR35RKS2AA61HKVQX1,A2BJTPZLXIGO8D,Approved,Thu Aug 27 07:33:09 PDT 2020,Thu Aug 27 07:38:45 PDT 2020,Thu Sep 03 07:38:45 PDT 2020,Fri Aug 28 10:18:48 PDT 2020,,,336,100% (6/6),100% (6/6),100% (6/6),https://chart2text.s3.amazonaws.com/282.png,"The majority of Military_defense and United in the United Kingdom were listed as Foreign_military_aid oncologists in . Comparatively , the fewest Defense of oncologists were registered as Defense_(not_elsewhere_classified) oncologists at that time . With an aging population and workforce , the United Kingdom is predicted to face a serious shortage of Military_defense and United in the coming years .","This grouped bar chart has 5 categories for the x axis of Defense Category representing 2017/18, and 2018/19. The highest category is found at Military defense with a mean value of 37194.5. The second highest category is found at R&D defense with a mean value of 1285.0. This represents a difference of 186.6%.","The majority of hematology and oncology physicians in the u.s. were listed as radiation oncologists in 2016 . Comparatively , the fewest number of oncologists were registered as surgical oncologists at that time . With an aging population and workforce , the u.s. is predicted to face a serious shortage of hematology and oncology physicians in the coming years .","This statistic shows public sector expenditure on defense in the United Kingdom ( UK ) from 2017/18 to 2018/19 , by type . The majority of spending was for military defense . In 2018/19 , research and development accounted for 1.3 billion British pounds of the total of approximately 32.4 billion British pound expenditure .",Defense spending breakdown of the United Kingdom ( UK ) 2017/18 - 2018/19,The sentences flow in a logical order,I didn't notice any grammar errors but it was hard to read/follow the sentences with the underscores,It's clear but doesn't seem to relate to the chart.,It's informative but pretty vague and doesn't seem to relate to the sentences,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,The chart doesn't show anything pertaining to oncologists,The chart doesn't show anything pertaining to oncologists,I don't find this to be supported because the chart actually shows an increase in military defense between the 2 years,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3UQ1LLR26AFV3XH5Y3NRKW0NU3ZALK,3S2GEPESO9JAZUJZQ5IUMY43IRJUQG,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.15 ,Fri Aug 28 13:30:16 PDT 2020,1,BatchId:4167465;OriginalHitTemplateId:928390912;,3600,604800,Fri Sep 04 13:30:16 PDT 2020,,,3180JW2OT5KVPLFIQOPYLQ3VB5C5JT,A2H5LPO9LAAAZM,Submitted,Fri Aug 28 15:42:08 PDT 2020,Fri Aug 28 15:52:47 PDT 2020,Fri Sep 04 15:52:47 PDT 2020,,,,639,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/318.png,"A majority of survey found that around 49 % of respondents aged Male to took Every_day to phone Several_times_a_day in the previous UK . The mobile does not require businesses to provide employees with paid phone leave , however bigger businesses must offer unpaid leave for medical issues . Laws regarding phone leave do vary making state .","This grouped bar chart has 7 categories for the x axis of Response representing Male, and Female. The highest category is found at Several times a day with a mean value of 47.5. The second highest category is found at Every day with a mean value of 22.5. This represents a difference of 71.4%.","This statistic shows the results of a survey among americans on their belief in the concepts of god , heaven and hell in 2014 . As of 2011 , about 75 percent of respondents believed in hell .","Figures covering the frequency of mobile phone use show a relatively even split among genders in the United Kingdom ( UK ) during 2019 . Males were slightly more likely to use their mobile phones to make calls several times a day , while less than one percent of female respondents reported never using a mobile phone to make calls . Mobile call volume increasing The volume of calls made using mobile phones has increased over the past several years .","Mobile phone usage : frequency of making mobile phone calls in the UK 2019 , by gender",an equal,yes non fluent,in summary  chart,in information,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,yes,partially,in decided,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,
3HJ1EVZS2OQ6MADXU85DJ0VGUH6R3X,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 07:04:37 PDT 2020,2,BatchId:4165667;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 07:04:37 PDT 2020,,,32RIADZISTC6S5U8ZDF28ZO46DY4SC,A23BGNP50WTKI2,Approved,Thu Aug 27 08:53:53 PDT 2020,Thu Aug 27 08:55:17 PDT 2020,Thu Sep 03 08:55:17 PDT 2020,Fri Aug 28 10:18:46 PDT 2020,,,84,100% (143/143),100% (143/143),100% (143/143),https://chart2text.s3.amazonaws.com/318.png,"A majority of survey found that around 49 % of respondents aged Male to took Every_day to phone Several_times_a_day in the previous UK . The mobile does not require businesses to provide employees with paid phone leave , however bigger businesses must offer unpaid leave for medical issues . Laws regarding phone leave do vary making state .","This grouped bar chart has 7 categories for the x axis of Response representing Male, and Female. The highest category is found at Several times a day with a mean value of 47.5. The second highest category is found at Every day with a mean value of 22.5. This represents a difference of 71.4%.","This statistic shows the results of a survey among americans on their belief in the concepts of god , heaven and hell in 2014 . As of 2011 , about 75 percent of respondents believed in hell .","Figures covering the frequency of mobile phone use show a relatively even split among genders in the United Kingdom ( UK ) during 2019 . Males were slightly more likely to use their mobile phones to make calls several times a day , while less than one percent of female respondents reported never using a mobile phone to make calls . Mobile call volume increasing The volume of calls made using mobile phones has increased over the past several years .","Mobile phone usage : frequency of making mobile phone calls in the UK 2019 , by gender",incorrect summary,correct,incorrect summary,incorrect summary,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,correct summary,incorrect summary,incorrect summary,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
3HJ1EVZS2OQ6MADXU85DJ0VGUH6R3X,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 07:04:37 PDT 2020,2,BatchId:4165667;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 07:04:37 PDT 2020,,,3T3IWE1XG7VEWAULMAR5L7LV4O5TQJ,A12EO8AAUDZIU8,Approved,Thu Aug 27 07:26:32 PDT 2020,Thu Aug 27 07:45:26 PDT 2020,Thu Sep 03 07:45:26 PDT 2020,Fri Aug 28 10:18:46 PDT 2020,,,1134,100% (1/1),100% (1/1),100% (1/1),https://chart2text.s3.amazonaws.com/318.png,"A majority of survey found that around 49 % of respondents aged Male to took Every_day to phone Several_times_a_day in the previous UK . The mobile does not require businesses to provide employees with paid phone leave , however bigger businesses must offer unpaid leave for medical issues . Laws regarding phone leave do vary making state .","This grouped bar chart has 7 categories for the x axis of Response representing Male, and Female. The highest category is found at Several times a day with a mean value of 47.5. The second highest category is found at Every day with a mean value of 22.5. This represents a difference of 71.4%.","This statistic shows the results of a survey among americans on their belief in the concepts of god , heaven and hell in 2014 . As of 2011 , about 75 percent of respondents believed in hell .","Figures covering the frequency of mobile phone use show a relatively even split among genders in the United Kingdom ( UK ) during 2019 . Males were slightly more likely to use their mobile phones to make calls several times a day , while less than one percent of female respondents reported never using a mobile phone to make calls . Mobile call volume increasing The volume of calls made using mobile phones has increased over the past several years .","Mobile phone usage : frequency of making mobile phone calls in the UK 2019 , by gender",Indifferent,It's clear.,It's a frequency chart.  The frequency is what matter,The chart reports the frequency of making mobile phone calls in the UK 2019 by gender,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49% matches with Several_times_a_day. It doesn't considering the Every_day %,No. It's just a frequency chart.,No. It's just a frequency chart.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3VO4XFFP15TOBSZKJ5J3RRXR31GQ7Y,3S2GEPESO9JAZUJZQ5IUMY43IRJUQG,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.15 ,Fri Aug 28 13:30:16 PDT 2020,1,BatchId:4167465;OriginalHitTemplateId:928390912;,3600,604800,Fri Sep 04 13:30:16 PDT 2020,,,3C5W7UE9CGYUSC5DZRLLT1MW8XDXMT,ACCKUJBOBWT9T,Submitted,Fri Aug 28 13:42:17 PDT 2020,Fri Aug 28 14:02:43 PDT 2020,Fri Sep 04 14:02:43 PDT 2020,,,,1226,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/321.png,"This statistic shows the Distribution of the gross domestic product ( GDP ) across economic sectors in Cuba from 2008 to 2018 . In 2018 , Agriculture contributed around 3.78 % to the GDP of Cuba , 25.12 % came from the Industry and 69.97 % from the service sector .",This line chart has 3 lines. The line representing Services had the highest values across Year with a mean value of 72.0. This peaked at 2011 with a value of 73.0.  The line with the second highest values was Industry with a mean value of 23.0. This line peaked at 2018 with a value of 25.1,"This statistic shows the share of economic sectors in the gross domestic product ( gdp ) in bangladesh from 2008 to 2018 . In 2018 , the share of agriculture in bangladesh 's gross domestic product was around 7.54 percent , industry contributed approximately 38.3 percent and the services sector contributed about 52.96 percent .","This statistic shows the distribution of the gross domestic product ( GDP ) across economic sectors in Cuba from 2008 to 2018 . In 2018 , agriculture contributed around 3.78 percent to the GDP of Cuba , 25.12 percent came from the industry and 69.97 percent from the services sector .",Distribution of gross domestic product ( GDP ) across economic sectors Cuba 2018,info seems common,info seems common,on my opnion,the info seems to be common for all,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,based on my opnion,on my perspective,,FALSE,FALSE,,TRUE,FALSE,,,
