HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.imgPath,Input.generated,Input.generated_baseline,Input.generated_untemplated,Input.gold,Input.titles,Answer.explanation1,Answer.explanation2,Answer.explanation3,Answer.explanation4,Answer.no0.0,Answer.no1.0,Answer.no2.0,Answer.option1a.1,Answer.option1b.1,Answer.option1c.1,Answer.option1d.1,Answer.option2a.2,Answer.option2b.2,Answer.option2c.2,Answer.option2d.2,Answer.option3a.3,Answer.option3b.3,Answer.option3c.3,Answer.option3d.3,Answer.option4a.4,Answer.option4b.4,Answer.option4c.4,Answer.option4d.4,Answer.option5a.5,Answer.option5b.5,Answer.option5c.5,Answer.option5d.5,Answer.other0.3,Answer.other1.3,Answer.other2.3,Answer.otherText0,Answer.otherText1,Answer.otherText2,Answer.partial0.2,Answer.partial1.2,Answer.partial2.2,Answer.yes0.1,Answer.yes1.1,Answer.yes2.1,Approve,Reject
39AYGO6AFFRK4V8NK3MUHJ2Q3BK6NV,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 06:57:11 PDT 2020,2,BatchId:4165678;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 06:57:11 PDT 2020,,,3VSOLARPKCH35UF5QTASHZR80P693E,A3FW9NWR6TJ4M9,Submitted,Thu Aug 27 08:35:58 PDT 2020,Thu Aug 27 08:40:25 PDT 2020,Thu Sep 03 08:40:25 PDT 2020,,,,267,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/318.png,"A majority of survey found that around 49 % of respondents aged Male to took Every_day to phone Several_times_a_day in the previous UK . The mobile does not require businesses to provide employees with paid phone leave , however bigger businesses must offer unpaid leave for medical issues . Laws regarding phone leave do vary making state .","This grouped bar chart has 7 categories for the x axis of Response representing Male, and Female. The highest category is found at Several times a day with a mean value of 47.5. The second highest category is found at Every day with a mean value of 22.5. This represents a difference of 71.4%.","This statistic shows the results of a survey among americans on their belief in the concepts of god , heaven and hell in 2014 . As of 2011 , about 75 percent of respondents believed in hell .","Figures covering the frequency of mobile phone use show a relatively even split among genders in the United Kingdom ( UK ) during 2019 . Males were slightly more likely to use their mobile phones to make calls several times a day , while less than one percent of female respondents reported never using a mobile phone to make calls . Mobile call volume increasing The volume of calls made using mobile phones has increased over the past several years .","Mobile phone usage : frequency of making mobile phone calls in the UK 2019 , by gender",very concise,it gives the clear idea of the matter prescribed in it.,very informative,"it gives details of Mobile phone usage : frequency of making mobile phone calls in the UK 2019 , by gender",TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"the chart shows Mobile phone usage : frequency of making mobile phone calls in the UK 2019 , by gender","the chart shows Mobile phone usage  , by gender",,FALSE,FALSE,,FALSE,FALSE,,,
37ZQELHEQ05MTYTF7JTB6FZCTA2MNM,3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Wed Aug 26 09:32:26 PDT 2020,1,BatchId:4164685;OriginalHitTemplateId:928390912;,3600,604800,Wed Sep 02 09:32:26 PDT 2020,,,3E1QT0TDFQHIHSEE64B1L9YMZU8I87,A23BGNP50WTKI2,Submitted,Wed Aug 26 11:51:21 PDT 2020,Wed Aug 26 11:52:26 PDT 2020,Wed Sep 02 11:52:26 PDT 2020,,,,65,100% (2/2),100% (2/2),100% (2/2),https://chart2text.s3.amazonaws.com/321.png,"This statistic shows the Distribution of the gross domestic product ( GDP ) across economic sectors in Cuba from 2008 to 2018 . In 2018 , Agriculture contributed around 3.78 % to the GDP of Cuba , 25.12 % came from the Industry and 69.97 % from the service sector .",This line chart has 3 lines. The line representing Services had the highest values across Year with a mean value of 72.0. This peaked at 2011 with a value of 73.0.  The line with the second highest values was Industry with a mean value of 23.0. This line peaked at 2018 with a value of 25.1,"This statistic shows the share of economic sectors in the gross domestic product ( gdp ) in bangladesh from 2008 to 2018 . In 2018 , the share of agriculture in bangladesh 's gross domestic product was around 7.54 percent , industry contributed approximately 38.3 percent and the services sector contributed about 52.96 percent .","This statistic shows the distribution of the gross domestic product ( GDP ) across economic sectors in Cuba from 2008 to 2018 . In 2018 , agriculture contributed around 3.78 percent to the GDP of Cuba , 25.12 percent came from the industry and 69.97 percent from the services sector .",Distribution of gross domestic product ( GDP ) across economic sectors Cuba 2018,incorrect explanation and figures,correct,incorrect explanation and figures,incorrect explanation and figures,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,incorrect explanation and figures,incorrect explanation and figures,,FALSE,FALSE,,FALSE,FALSE,,,
371QPA24C2VNSMCABTWPVMH1KIQ1TT,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 06:57:11 PDT 2020,2,BatchId:4165678;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 06:57:11 PDT 2020,,,33ISQZVXPQUTGSIRV6VKCSWACN0CCA,ASY5AZCZEM04L,Submitted,Thu Aug 27 07:10:49 PDT 2020,Thu Aug 27 07:11:50 PDT 2020,Thu Sep 03 07:11:50 PDT 2020,,,,61,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/321.png,"This statistic shows the Distribution of the gross domestic product ( GDP ) across economic sectors in Cuba from 2008 to 2018 . In 2018 , Agriculture contributed around 3.78 % to the GDP of Cuba , 25.12 % came from the Industry and 69.97 % from the service sector .",This line chart has 3 lines. The line representing Services had the highest values across Year with a mean value of 72.0. This peaked at 2011 with a value of 73.0.  The line with the second highest values was Industry with a mean value of 23.0. This line peaked at 2018 with a value of 25.1,"This statistic shows the share of economic sectors in the gross domestic product ( gdp ) in bangladesh from 2008 to 2018 . In 2018 , the share of agriculture in bangladesh 's gross domestic product was around 7.54 percent , industry contributed approximately 38.3 percent and the services sector contributed about 52.96 percent .","This statistic shows the distribution of the gross domestic product ( GDP ) across economic sectors in Cuba from 2008 to 2018 . In 2018 , agriculture contributed around 3.78 percent to the GDP of Cuba , 25.12 percent came from the industry and 69.97 percent from the services sector .",Distribution of gross domestic product ( GDP ) across economic sectors Cuba 2018,yes,yes,yes,yes,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,good,god,,FALSE,FALSE,,TRUE,TRUE,,,
371QPA24C2VNSMCABTWPVMH1KIQ1TT,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 06:57:11 PDT 2020,2,BatchId:4165678;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 06:57:11 PDT 2020,,,3WMINLGALCB5NDLTBSZT6X6MCKACA3,A23BGNP50WTKI2,Submitted,Thu Aug 27 08:57:58 PDT 2020,Thu Aug 27 08:59:48 PDT 2020,Thu Sep 03 08:59:48 PDT 2020,,,,110,100% (95/95),100% (95/95),100% (95/95),https://chart2text.s3.amazonaws.com/321.png,"This statistic shows the Distribution of the gross domestic product ( GDP ) across economic sectors in Cuba from 2008 to 2018 . In 2018 , Agriculture contributed around 3.78 % to the GDP of Cuba , 25.12 % came from the Industry and 69.97 % from the service sector .",This line chart has 3 lines. The line representing Services had the highest values across Year with a mean value of 72.0. This peaked at 2011 with a value of 73.0.  The line with the second highest values was Industry with a mean value of 23.0. This line peaked at 2018 with a value of 25.1,"This statistic shows the share of economic sectors in the gross domestic product ( gdp ) in bangladesh from 2008 to 2018 . In 2018 , the share of agriculture in bangladesh 's gross domestic product was around 7.54 percent , industry contributed approximately 38.3 percent and the services sector contributed about 52.96 percent .","This statistic shows the distribution of the gross domestic product ( GDP ) across economic sectors in Cuba from 2008 to 2018 . In 2018 , agriculture contributed around 3.78 percent to the GDP of Cuba , 25.12 percent came from the industry and 69.97 percent from the services sector .",Distribution of gross domestic product ( GDP ) across economic sectors Cuba 2018,chart doesn't match to summary,correct,chart doesn't match to summary,chart doesn't match to summary,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,chart doesn't match to summary,chart doesn't match to summary,,FALSE,FALSE,,FALSE,FALSE,,,
3BAKUKE49HJAC7ZI74RUV7GJWWWR17,3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Wed Aug 26 09:32:24 PDT 2020,1,BatchId:4164685;OriginalHitTemplateId:928390912;,3600,604800,Wed Sep 02 09:32:24 PDT 2020,,,3BDCF01OGY2ZMZD24B68C2EG9E7LY6,A23BGNP50WTKI2,Submitted,Wed Aug 26 13:49:02 PDT 2020,Wed Aug 26 13:49:36 PDT 2020,Wed Sep 02 13:49:36 PDT 2020,,,,34,100% (2/2),100% (2/2),100% (2/2),https://chart2text.s3.amazonaws.com/325.png,"The statistic shows the share of members different etnicities or races within the worth in the entrepreneurs . The term worth refers to the age group 's to wealthiest here . In 2016 , 21.9 billion of the worth in the entrepreneurs were Ma Huateng (Tencent) Whites .","This bar chart has 5 categories for the x axis representing Entrepreneur (company), and a y axis representing Net worth in billion U.S. dollars. The highest category is found at Ma Huateng (Tencent) where Net worth in billion U.S. dollars is 21.9. The lowest category is found at Kim Jung-Ju (Nexon) where Net worth in billion U.S. dollars is 3.5.","This statistic presents the average value of transaction per day in the united kingdom ( uk ) in 2015 , by type . In 2016 , nuisance attacks was the largest paying wealth in the u.s. , with an average value of 680 u.s. dollars .","The graph shows the estimated net worth of the wealthiest entrepreneurs in the video game industry worldwide as of July 2016 . According to the source , Ma Huateng , the founder and chairman as well as CEO of Tencent , was worth 21.9 billion U.S. dollars in the measured period . Overall , Tencent reported 70.84 billion Chinese yuan revenue from its online games in 2016 .",Video game industry 's wealthiest entrepreneurs 2016,incorrect explanation,correct,incorrect explanation,incorrect explanation,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,incorrect explanation,incorrect explanation,,FALSE,FALSE,,FALSE,FALSE,,,
3URJ6VVYUPUO7T4L2UTSZAIHXUIO46,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 06:57:10 PDT 2020,2,BatchId:4165678;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 06:57:10 PDT 2020,,,35GMH2SV3FP9MFZ8H2A6XGQUMD0OEG,A2ACJ4HTHSPUM3,Submitted,Thu Aug 27 07:26:06 PDT 2020,Thu Aug 27 07:27:54 PDT 2020,Thu Sep 03 07:27:54 PDT 2020,,,,108,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/325.png,"The statistic shows the share of members different etnicities or races within the worth in the entrepreneurs . The term worth refers to the age group 's to wealthiest here . In 2016 , 21.9 billion of the worth in the entrepreneurs were Ma Huateng (Tencent) Whites .","This bar chart has 5 categories for the x axis representing Entrepreneur (company), and a y axis representing Net worth in billion U.S. dollars. The highest category is found at Ma Huateng (Tencent) where Net worth in billion U.S. dollars is 21.9. The lowest category is found at Kim Jung-Ju (Nexon) where Net worth in billion U.S. dollars is 3.5.","This statistic presents the average value of transaction per day in the united kingdom ( uk ) in 2015 , by type . In 2016 , nuisance attacks was the largest paying wealth in the u.s. , with an average value of 680 u.s. dollars .","The graph shows the estimated net worth of the wealthiest entrepreneurs in the video game industry worldwide as of July 2016 . According to the source , Ma Huateng , the founder and chairman as well as CEO of Tencent , was worth 21.9 billion U.S. dollars in the measured period . Overall , Tencent reported 70.84 billion Chinese yuan revenue from its online games in 2016 .",Video game industry 's wealthiest entrepreneurs 2016,Good,Not bad,Not bad,Everyone should know,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,nuisance attacks,True value,,FALSE,FALSE,,TRUE,TRUE,,,
3URJ6VVYUPUO7T4L2UTSZAIHXUIO46,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 06:57:10 PDT 2020,2,BatchId:4165678;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 06:57:10 PDT 2020,,,3AMW0RGHOEAV1LOMP1Q4C3PTABEPN6,AHJH42BTSOVVI,Submitted,Thu Aug 27 10:01:08 PDT 2020,Thu Aug 27 10:08:24 PDT 2020,Thu Sep 03 10:08:24 PDT 2020,,,,436,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/325.png,"The statistic shows the share of members different etnicities or races within the worth in the entrepreneurs . The term worth refers to the age group 's to wealthiest here . In 2016 , 21.9 billion of the worth in the entrepreneurs were Ma Huateng (Tencent) Whites .","This bar chart has 5 categories for the x axis representing Entrepreneur (company), and a y axis representing Net worth in billion U.S. dollars. The highest category is found at Ma Huateng (Tencent) where Net worth in billion U.S. dollars is 21.9. The lowest category is found at Kim Jung-Ju (Nexon) where Net worth in billion U.S. dollars is 3.5.","This statistic presents the average value of transaction per day in the united kingdom ( uk ) in 2015 , by type . In 2016 , nuisance attacks was the largest paying wealth in the u.s. , with an average value of 680 u.s. dollars .","The graph shows the estimated net worth of the wealthiest entrepreneurs in the video game industry worldwide as of July 2016 . According to the source , Ma Huateng , the founder and chairman as well as CEO of Tencent , was worth 21.9 billion U.S. dollars in the measured period . Overall , Tencent reported 70.84 billion Chinese yuan revenue from its online games in 2016 .",Video game industry 's wealthiest entrepreneurs 2016,it is slightly incoherent,its is fluent,it is concise,it is neutral,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,it is partially,NA,,TRUE,FALSE,,FALSE,FALSE,,,
3JMNNNO3B1BM9OY0P21ENPY5GHPW2W,3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Wed Aug 26 09:32:25 PDT 2020,1,BatchId:4164685;OriginalHitTemplateId:928390912;,3600,604800,Wed Sep 02 09:32:25 PDT 2020,,,3ZWFC4W1UVF4P6RK45BG9TGZ9V3FRQ,A23BGNP50WTKI2,Submitted,Wed Aug 26 13:39:22 PDT 2020,Wed Aug 26 13:40:09 PDT 2020,Wed Sep 02 13:40:09 PDT 2020,,,,47,100% (2/2),100% (2/2),100% (2/2),https://chart2text.s3.amazonaws.com/365.png,"The statistic presents the global box office of the Jurassic_World of the Jurassic Park Movie series in North America and Worldwide . As of , `` Jurassic_World of the Jurassic Park : On Jurassic_Park_III '' , the fourth installment in the series , reached a gross of 181.17 million U.S. dollars in 4,164 cinemas across North America . Johnny Depp , the actor who plays Captain Jack Sparrow , ranked fifth on the list of the best-paid actors Worldwide in 2016 , with an annual income of 48 million U.S. dollars .","This grouped bar chart has 5 categories for the x axis of Movie representing North America, and Worldwide. The highest category is found at Jurassic World with a mean value of 1161.99. The second highest category is found at Jurassic World: Fallen Kingdom with a mean value of 860.78. This represents a difference of 29.8%.","The statistic presents the box office revenue of the pirates of the caribbean movie series in north america and worldwide . As of , `` pirates of the caribbean : On stranger tides '' , the fourth installment in the series , reached a gross of 241.07 million U.S. dollars in 4,164 cinemas across north america . Johnny Depp , the actor who plays Captain Jack Sparrow , ranked fifth on the list of the best-paid actors worldwide in 2016 , with an annual income of 48 million U.S. dollars .","The statistic presents the box office revenue of the Jurassic Park movie series in North America and worldwide . As of October 2018 , `` Jurassic World '' , the fourth installment in the series released in 2015 , reached a gross of 652.27 million U.S. dollars in 4,291 cinemas across North America . It is currently the fifth most successful movie of all time based on global box office revenue .",The Jurassic Park franchise : domestic and global box office revenue 2018,incorrect explanation,correct,incorrect explanation,incorrect explanation,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,incorrect explanation,incorrect explanation,incorrect explanation,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3Q2T3FD0ONFFPU05P09WX116OU83MM,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 06:57:11 PDT 2020,2,BatchId:4165678;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 06:57:11 PDT 2020,,,3R08VXYT7D3WI9T0LGNA80BZ3S37WX,A62KN411BOEU8,Submitted,Thu Aug 27 07:55:54 PDT 2020,Thu Aug 27 08:03:19 PDT 2020,Thu Sep 03 08:03:19 PDT 2020,,,,445,0% (0/2),0% (0/2),0% (0/2),https://chart2text.s3.amazonaws.com/365.png,"The statistic presents the global box office of the Jurassic_World of the Jurassic Park Movie series in North America and Worldwide . As of , `` Jurassic_World of the Jurassic Park : On Jurassic_Park_III '' , the fourth installment in the series , reached a gross of 181.17 million U.S. dollars in 4,164 cinemas across North America . Johnny Depp , the actor who plays Captain Jack Sparrow , ranked fifth on the list of the best-paid actors Worldwide in 2016 , with an annual income of 48 million U.S. dollars .","This grouped bar chart has 5 categories for the x axis of Movie representing North America, and Worldwide. The highest category is found at Jurassic World with a mean value of 1161.99. The second highest category is found at Jurassic World: Fallen Kingdom with a mean value of 860.78. This represents a difference of 29.8%.","The statistic presents the box office revenue of the pirates of the caribbean movie series in north america and worldwide . As of , `` pirates of the caribbean : On stranger tides '' , the fourth installment in the series , reached a gross of 241.07 million U.S. dollars in 4,164 cinemas across north america . Johnny Depp , the actor who plays Captain Jack Sparrow , ranked fifth on the list of the best-paid actors worldwide in 2016 , with an annual income of 48 million U.S. dollars .","The statistic presents the box office revenue of the Jurassic Park movie series in North America and worldwide . As of October 2018 , `` Jurassic World '' , the fourth installment in the series released in 2015 , reached a gross of 652.27 million U.S. dollars in 4,291 cinemas across North America . It is currently the fifth most successful movie of all time based on global box office revenue .",The Jurassic Park franchise : domestic and global box office revenue 2018,I AM NOT SURE,ITS GOOD,I FELT ITS CONCISE,I CONTAINS SOME INFORMATION,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,I DO NOT THINK SO,I FELT YES,I AM UNSURE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
3Q2T3FD0ONFFPU05P09WX116OU83MM,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 06:57:11 PDT 2020,2,BatchId:4165678;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 06:57:11 PDT 2020,,,3Z4XG4ZF49ZF7N395QB2OJL1NEKX88,A38R689MVZST8Q,Submitted,Thu Aug 27 08:20:03 PDT 2020,Thu Aug 27 08:52:46 PDT 2020,Thu Sep 03 08:52:46 PDT 2020,,,,1963,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/365.png,"The statistic presents the global box office of the Jurassic_World of the Jurassic Park Movie series in North America and Worldwide . As of , `` Jurassic_World of the Jurassic Park : On Jurassic_Park_III '' , the fourth installment in the series , reached a gross of 181.17 million U.S. dollars in 4,164 cinemas across North America . Johnny Depp , the actor who plays Captain Jack Sparrow , ranked fifth on the list of the best-paid actors Worldwide in 2016 , with an annual income of 48 million U.S. dollars .","This grouped bar chart has 5 categories for the x axis of Movie representing North America, and Worldwide. The highest category is found at Jurassic World with a mean value of 1161.99. The second highest category is found at Jurassic World: Fallen Kingdom with a mean value of 860.78. This represents a difference of 29.8%.","The statistic presents the box office revenue of the pirates of the caribbean movie series in north america and worldwide . As of , `` pirates of the caribbean : On stranger tides '' , the fourth installment in the series , reached a gross of 241.07 million U.S. dollars in 4,164 cinemas across north america . Johnny Depp , the actor who plays Captain Jack Sparrow , ranked fifth on the list of the best-paid actors worldwide in 2016 , with an annual income of 48 million U.S. dollars .","The statistic presents the box office revenue of the Jurassic Park movie series in North America and worldwide . As of October 2018 , `` Jurassic World '' , the fourth installment in the series released in 2015 , reached a gross of 652.27 million U.S. dollars in 4,291 cinemas across North America . It is currently the fifth most successful movie of all time based on global box office revenue .",The Jurassic Park franchise : domestic and global box office revenue 2018,There was a bit of digression from the different sentences,It was easy to assimilate and understand,The summary chart is a broad summary with no specifics.,Because its a broad summary with no highlight of the specific details mentioned in the summary.,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,It chart has just a brief of what was summarized in the sentence.,The figures are not clearly marked in the chart.,Roles and rankings of actors are not seen highlighted in the chart.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3VQTAXTYN3S35X9RDVFO6UGCP7RBUE,3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Wed Aug 26 09:32:25 PDT 2020,1,BatchId:4164685;OriginalHitTemplateId:928390912;,3600,604800,Wed Sep 02 09:32:25 PDT 2020,,,3QY5DC2MXSSW5YJ18Z6LE43JGSKFU3,A23BGNP50WTKI2,Submitted,Wed Aug 26 10:47:26 PDT 2020,Wed Aug 26 10:48:10 PDT 2020,Wed Sep 02 10:48:10 PDT 2020,,,,44,100% (2/2),100% (2/2),100% (2/2),https://chart2text.s3.amazonaws.com/393.png,"This statistic shows the Novartis ' spending research of development in Novartis 2017 and 2019 . In the first Company of 2019 , the ' spending research of development in Novartis the country was 7.62 U.S. dollars . In 2017 , there were 5.6 million international overnight visitors to Novartis .","This grouped bar chart has 3 categories for the x axis of Company representing 2017, 2018, and 2019. The highest category is found at Innovative Medicines with a mean value of 7.82. The second highest category is found at Sandoz with a mean value of 0.94. This represents a difference of 156.9%.","This statistic shows the distribution of the remote patient monitoring market in north America in 2008 and 2015 with a forecast for 2022 , by country , in million u.s. dollars . In 2015 , the remote patient monitoring market in the u.s. was valued at around 175 million dollars and was expected to grow to almost 536 million dollars by the year 2022 .","This statistic shows the expenditure on research and development of pharmaceutical company Novartis from 2017 to 2019 , by business segment . In 2016 and 2017 , in both years , the company spent around 7.6 billion U.S. dollars for research and development in the Innovative Medicines division .",Novartis ' spending on research and development by segment 2017 to 2019,incorrect meaning,but incorrect meaning,incorrect meaning,incorrect meaning,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,incorrect meaning,incorrect meaning,,FALSE,FALSE,,FALSE,FALSE,,,
368IUKXGA5FK7GK00IZML87L3QL6PR,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 06:57:11 PDT 2020,2,BatchId:4165678;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 06:57:11 PDT 2020,,,39GAF6DQWS85SYET6Q15LO18TXT1VC,A1576U9UDX603I,Submitted,Thu Aug 27 07:23:58 PDT 2020,Thu Aug 27 07:29:21 PDT 2020,Thu Sep 03 07:29:21 PDT 2020,,,,323,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/393.png,"This statistic shows the Novartis ' spending research of development in Novartis 2017 and 2019 . In the first Company of 2019 , the ' spending research of development in Novartis the country was 7.62 U.S. dollars . In 2017 , there were 5.6 million international overnight visitors to Novartis .","This grouped bar chart has 3 categories for the x axis of Company representing 2017, 2018, and 2019. The highest category is found at Innovative Medicines with a mean value of 7.82. The second highest category is found at Sandoz with a mean value of 0.94. This represents a difference of 156.9%.","This statistic shows the distribution of the remote patient monitoring market in north America in 2008 and 2015 with a forecast for 2022 , by country , in million u.s. dollars . In 2015 , the remote patient monitoring market in the u.s. was valued at around 175 million dollars and was expected to grow to almost 536 million dollars by the year 2022 .","This statistic shows the expenditure on research and development of pharmaceutical company Novartis from 2017 to 2019 , by business segment . In 2016 and 2017 , in both years , the company spent around 7.6 billion U.S. dollars for research and development in the Innovative Medicines division .",Novartis ' spending on research and development by segment 2017 to 2019,Remote monitoring was not even mentioned.,It is well written.,Not enough information.,Does not give information on how much money was made.,TRUE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Nothing was in the chart.,Not in the chart.,,FALSE,TRUE,,FALSE,FALSE,,,
