HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.imgPath,Input.generated,Input.generated_baseline,Input.generated_untemplated,Input.gold,Input.titles,Answer.explanation1,Answer.explanation2,Answer.explanation3,Answer.explanation4,Answer.no0.0,Answer.no1.0,Answer.no2.0,Answer.option1a.1,Answer.option1b.1,Answer.option1c.1,Answer.option1d.1,Answer.option2a.2,Answer.option2b.2,Answer.option2c.2,Answer.option2d.2,Answer.option3a.3,Answer.option3b.3,Answer.option3c.3,Answer.option3d.3,Answer.option4a.4,Answer.option4b.4,Answer.option4c.4,Answer.option4d.4,Answer.option5a.5,Answer.option5b.5,Answer.option5c.5,Answer.option5d.5,Answer.other0.3,Answer.other1.3,Answer.other2.3,Answer.otherText0,Answer.otherText1,Answer.otherText2,Answer.partial0.2,Answer.partial1.2,Answer.partial2.2,Answer.yes0.1,Answer.yes1.1,Answer.yes2.1,Approve,Reject
30OITAWPBQAFCIOAFCUTW9WW7ZM9H1,3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Wed Aug 26 09:25:16 PDT 2020,1,BatchId:4164674;OriginalHitTemplateId:928390912;,3600,604800,Wed Sep 02 09:25:16 PDT 2020,,,3WLEIWSYHPP7ZI15K5KFB6K4DIZ2HV,A23BGNP50WTKI2,Submitted,Wed Aug 26 13:33:18 PDT 2020,Wed Aug 26 13:34:11 PDT 2020,Wed Sep 02 13:34:11 PDT 2020,,,,53,100% (2/2),100% (2/2),100% (2/2),https://chart2text.s3.amazonaws.com/318.png,"The statistic shows the U.S. Rate of U.S. per 1,000 in the U.S. from 60-64 years to <1 year . In the 1-4 years season , U.S. rate is estimated to increase by 2.7 % 1,000 members , up from 1.8 % 1,000 in the previous Year .","This line chart has an x axis representing Year and a y axis representing Rate per 1,000 members, with a total of 15 data points. The chart has 5 significant trends. The longest trend is extremely negative which exists from <1 year to 15-17 years. Conversely, the next significant trend is slightly positive which exists from 15-17 years to 30-34 years. In a similar manner, the next significant trend is moderately positive which exists from 30-34 years to 40-44 years. Similarly, the next significant trend is moderately positive which exists from 40-44 years to 50-54 years. In a similar manner, the next significant trend is moderately neutral which exists from 50-54 years to 60-64 years.","The statistic shows the total motor insurance claims frequency in the united kingdom ( UK ) from 2002 to 2015 . Since 2002 the frequency has diminished . In 2002 , the total motor claims frequency was nearly 21 percent , whereas from 2012 to 2016 , it varied between 13.1 and 13.6 percent .","The highest rate of concussions among U.S. Blue Cross Blue Shield ( BCBS ) members from 2010 to 2015 was among those aged 15 - 17 years . Among that age group the rate of concussion was 18.8 per 1,000 members . Unsurprisingly , the age group with the lowest rate of concussion was those aged less than 1 year .","Concussion rate in the U.S. 2010 to 2015 , by age",incorrect explanation,correct,incorrect explanation,incorrect explanation,true,true,,true,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,,incorrect explanation,incorrect explanation,,false,false,,false,false,,,
34OWYT6U3WOF8DZULUCEWLXB7C19IU,3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Wed Aug 26 09:25:16 PDT 2020,1,BatchId:4164674;OriginalHitTemplateId:928390912;,3600,604800,Wed Sep 02 09:25:16 PDT 2020,,,3WYP994K18ZH3EAVH706NJWJJJD6YE,A23BGNP50WTKI2,Submitted,Wed Aug 26 13:31:18 PDT 2020,Wed Aug 26 13:31:50 PDT 2020,Wed Sep 02 13:31:50 PDT 2020,,,,32,100% (2/2),100% (2/2),100% (2/2),https://chart2text.s3.amazonaws.com/321.png,This graph depicts the annual National Hockey League Revenue of the Edmonton Oilers from the 2005/06 season to the 2018/19 season . The Revenue of the Edmonton Oilers amounted to 154 million U.S. dollars in the 2018/19 season .,"This line chart has an x axis representing Year and a y axis representing Revenue in million U.S. dollars, with a total of 14 data points. The chart has 5 significant trends. The longest trend is slightly positive which exists from 2012/13 to 2008/09. Additionally, the next significant trend is slightly positive which exists from 2008/09 to 2005/06. Additionally, the next significant trend is slightly negative which exists from 2018/19 to 2016/17. Contrarily, the next significant trend is extremely negative which exists from 2016/17 to 2014/15. On the contrary, the next significant trend is extremely positive which exists from 2014/15 to 2012/13.",The statistic shows the revenue of the montreal canadiens from the 2005/06 season to the 2018/19 season . The revenue of the montreal canadiens amounted to 243 million u.s. dollars in the 2018/19 season .,This graph depicts the annual National Hockey League revenue of the Edmonton Oilers from the 2005/06 season to the 2018/19 season . The revenue of the Edmonton Oilers amounted to 154 million U.S. dollars in the 2018/19 season .,Edmonton Oilers ' revenue 2005 to 2019,incorrect explanation,correct,incorrect explanation,incorrect explanation,true,true,,true,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,,incorrect explanation,incorrect explanation,,false,false,,false,false,,,
37J05LC5AXQN6EWHFS2GUIV1BC5JDX,3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Wed Aug 26 09:25:16 PDT 2020,1,BatchId:4164674;OriginalHitTemplateId:928390912;,3600,604800,Wed Sep 02 09:25:16 PDT 2020,,,3AMW0RGHOEAV1LOMP1Q4C3PTA33PNF,A23BGNP50WTKI2,Submitted,Wed Aug 26 11:56:09 PDT 2020,Wed Aug 26 11:57:22 PDT 2020,Wed Sep 02 11:57:22 PDT 2020,,,,73,100% (2/2),100% (2/2),100% (2/2),https://chart2text.s3.amazonaws.com/325.png,"This statistic displays the Unemployment rate in New York Unemployment from 1992 to 2018 . In 2018 , Unemployment in New York Unemployment was 4.1 % .","This line chart has an x axis representing Year and a y axis representing Unemployment rate, with a total of 27 data points. The chart has 6 significant trends. The longest trend is slightly negative which exists from '18 to '12. But, the next significant trend is extremely positive which exists from '12 to '06. Also, the next significant trend is slightly negative which exists from '97 to '92. Differently, the next significant trend is slightly negative which exists from '06 to '03. Differently, the next significant trend is extremely positive which exists from '03 to '00. Similarly, the next significant trend is moderately negative which exists from '00 to '97.","This statistic displays the unemployment rate in michigan from 1992 to 2018 . In 2018 , unemployment in michigan was 4.1 percent .","This statistic displays the unemployment rate in the state of New York from 1992 to 2018 . In 2018 , unemployment in New York was 4.1 percent .",New York - Unemployment rate 1992 to 2018,incorrect explanation and figures,correct,incorrect explanation and figures,incorrect explanation and figures,true,true,,true,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,,incorrect explanation and figures,incorrect explanation and figures,,false,false,,false,false,,,
37AQKJ12TXVO16OJDCGZ1S0WCZMTTV,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Tue Aug 25 13:36:39 PDT 2020,1,BatchId:4163717;OriginalHitTemplateId:928390912;,3600,604800,Tue Sep 01 13:36:39 PDT 2020,,,308XBLVESJCECPF4Z3PKQ3PEUJPBRQ,AIAN0M9ABEVUV,Submitted,Tue Aug 25 13:45:12 PDT 2020,Tue Aug 25 13:50:48 PDT 2020,Tue Sep 01 13:50:48 PDT 2020,,,,336,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/365.png,"The statistic presents the global box office of the Jurassic_World of the Jurassic Park Movie series in North America and Worldwide . As of , `` Jurassic_World of the Jurassic Park : On Jurassic_Park_III '' , the fourth installment in the series , reached a gross of 181.17 million U.S. dollars in 4,164 cinemas across North America . Johnny Depp , the actor who plays Captain Jack Sparrow , ranked fifth on the list of the best-paid actors Worldwide in 2016 , with an annual income of 48 million U.S. dollars .","This grouped bar chart has 5 categories for the x axis of Movie representing North America, and Worldwide. The highest category is found at Jurassic World with a mean value of 1161.99. The second highest category is found at Jurassic World: Fallen Kingdom with a mean value of 860.78. This represents a difference of 29.8%.","The statistic presents the box office revenue of the pirates of the caribbean movie series in north america and worldwide . As of , `` pirates of the caribbean : On stranger tides '' , the fourth installment in the series , reached a gross of 241.07 million U.S. dollars in 4,164 cinemas across north america . Johnny Depp , the actor who plays Captain Jack Sparrow , ranked fifth on the list of the best-paid actors worldwide in 2016 , with an annual income of 48 million U.S. dollars .","The statistic presents the box office revenue of the Jurassic Park movie series in North America and worldwide . As of October 2018 , `` Jurassic World '' , the fourth installment in the series released in 2015 , reached a gross of 652.27 million U.S. dollars in 4,291 cinemas across North America . It is currently the fifth most successful movie of all time based on global box office revenue .",The Jurassic Park franchise : domestic and global box office revenue 2018,all about the boxoffice,fuent and salary is not mentioned,this information is enough for this section,not bad,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,true,false,false,false,false,false,false,false,false,false,yes,maybe it can,he is high paid actor ofcourse,false,false,false,true,true,true,x,
3W3RSPVVGSYFI6V3484IKXCH107LUB,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Tue Aug 25 13:36:39 PDT 2020,1,BatchId:4163717;OriginalHitTemplateId:928390912;,3600,604800,Tue Sep 01 13:36:39 PDT 2020,,,369J354OFEIHHNPVN1E0GJPFE956G6,AJK3TWQREHJQD,Submitted,Tue Aug 25 13:52:53 PDT 2020,Tue Aug 25 14:28:52 PDT 2020,Tue Sep 01 14:28:52 PDT 2020,,,,2159,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/393.png,"This statistic shows the Novartis ' spending research of development in Novartis 2017 and 2019 . In the first Company of 2019 , the ' spending research of development in Novartis the country was 7.62 U.S. dollars . In 2017 , there were 5.6 million international overnight visitors to Novartis .","This grouped bar chart has 3 categories for the x axis of Company representing 2017, 2018, and 2019. The highest category is found at Innovative Medicines with a mean value of 7.82. The second highest category is found at Sandoz with a mean value of 0.94. This represents a difference of 156.9%.","This statistic shows the distribution of the remote patient monitoring market in north America in 2008 and 2015 with a forecast for 2022 , by country , in million u.s. dollars . In 2015 , the remote patient monitoring market in the u.s. was valued at around 175 million dollars and was expected to grow to almost 536 million dollars by the year 2022 .","This statistic shows the expenditure on research and development of pharmaceutical company Novartis from 2017 to 2019 , by business segment . In 2016 and 2017 , in both years , the company spent around 7.6 billion U.S. dollars for research and development in the Innovative Medicines division .",Novartis ' spending on research and development by segment 2017 to 2019,"this is because while sentence 1 talks about the research,sentence 2 talks about international visitors",because it does not specify what is on the horizontal axis and what is on the vertical axis,because it neither says much nor more,because the chart doesnt really represents sentence 2,false,false,true,true,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,the horizontal axis shows  each of the research that was undertaken in the different years while the vertical axis represents the amount that was spent with each of the research in the different years,this is because the first company which is innovative medicines in the year 2019 which represents green  shows that the spending was at 7.62 dollar,this is because the chart doesnt show any record of visitors and the number of visitors,false,false,false,true,true,false,x,
3421H3BM9AOB3OJ03CXE8MCBKRQ9J6,3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Wed Aug 26 09:25:16 PDT 2020,1,BatchId:4164674;OriginalHitTemplateId:928390912;,3600,604800,Wed Sep 02 09:25:16 PDT 2020,,,3HFNH7HEMIMAR58F2ASYMO66EMHGQ1,A23BGNP50WTKI2,Submitted,Wed Aug 26 10:53:59 PDT 2020,Wed Aug 26 10:54:45 PDT 2020,Wed Sep 02 10:54:45 PDT 2020,,,,46,100% (2/2),100% (2/2),100% (2/2),https://chart2text.s3.amazonaws.com/421.png,"This statistic gives information on the internet penetration rate in Argentina from 2017 to 2023 . In 2017 , 77 % of the Singaporean population were using the internet . In 2023 , this figure is projected to grow 94 % .",This line chart has an x axis representing Year and a y axis representing Share of population with a total of 7 data points. The chart has one significant trend. This trend is positive which exists from 2023 to 2017.,"This statistic gives information on the internet penetration rate in singapore from 2017 to 2023 . In 2017 , 53 percent of the Singaporean population were using the internet . In 2023 , this figure is projected to grow to 82 percent .","This statistic provides information on internet user penetration in Argentina from 2017 to 2023 . In 2017 , 77 percent of the population in Argentina were accessing the internet . This figure is projected to grow to 94 percent by 2023 .",Argentina : internet user penetration 2017 to 2023,incorrect explanation,but incorrect explanation,incorrect explanation,incorrect explanation,true,true,true,true,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,incorrect explanation,incorrect explanation,incorrect explanation,false,false,false,false,false,false,,
3V8JSVE8YYXIT95GXNE3ANSAORHYEZ,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Tue Aug 25 13:36:38 PDT 2020,1,BatchId:4163717;OriginalHitTemplateId:928390912;,3600,604800,Tue Sep 01 13:36:38 PDT 2020,,,36NEMU28XGLF3C0NPMPZRI8PYYZWMW,A2UJ90W7LM1OUR,Submitted,Tue Aug 25 14:47:21 PDT 2020,Tue Aug 25 14:52:04 PDT 2020,Tue Sep 01 14:52:04 PDT 2020,,,,283,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/43.png,"This statistic displays the Unemployment rate in New York Unemployment from 1992 to 2018 . In 2018 , Unemployment in New York Unemployment was 4.1 % .","This line chart has an x axis representing Year and a y axis representing Unemployment rate, with a total of 27 data points. The chart has 6 significant trends. The longest trend is slightly negative which exists from '18 to '12. But, the next significant trend is extremely positive which exists from '12 to '06. Also, the next significant trend is slightly negative which exists from '97 to '92. Differently, the next significant trend is slightly negative which exists from '06 to '03. Differently, the next significant trend is extremely positive which exists from '03 to '00. Similarly, the next significant trend is moderately negative which exists from '00 to '97.","This statistic displays the unemployment rate in michigan from 1992 to 2018 . In 2018 , unemployment in michigan was 4.1 percent .","This statistic displays the unemployment rate in the state of New York from 1992 to 2018 . In 2018 , unemployment in New York was 4.1 percent .",New York - Unemployment rate 1992 to 2018,There's no contradicition.,"The word ""unemployment"" is used too many times.","I don't know if it's necessary to explicit the rate of unemployment in 2018, for it can be easily read in the chart.",It expresses what the chart is showing.,false,false,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false,false,,The chart ranges from 1992 to 2008 and displays the unemployment rate.,The chart shows the unemployment slightly over 4% in 2018.,,false,false,,true,true,,x,
3S1WOPCJFG0SYKAHBND000DMBO6JEQ,3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Wed Aug 26 09:25:16 PDT 2020,1,BatchId:4164674;OriginalHitTemplateId:928390912;,3600,604800,Wed Sep 02 09:25:16 PDT 2020,,,3GLB5JMZFY3G2W4AXOMEMPZ7V6UDGT,AOCZRH4QWLCMF,Submitted,Wed Aug 26 09:28:12 PDT 2020,Wed Aug 26 09:33:49 PDT 2020,Wed Sep 02 09:33:49 PDT 2020,,,,337,100% (1/1),100% (1/1),100% (1/1),https://chart2text.s3.amazonaws.com/445.png,"The statistic shows the Number Carnival of Corporation & on a free-on board ( FOB ) plant basis in the plc between 2007 and 2019 . In 2019 , the Number FOB plant Carnival for this construction material was around 12.9 US passengers millions .",This line chart has an x axis representing Year and a y axis representing Number of passengers in millions with a total of 13 data points. The chart has one significant trend. This trend is positive which exists from 2019 to 2007.,"The statistic shows the net income of Swiss-based pharmaceutical company roche from 2007 to 2019 . roche is one of the largest global pharmaceutical companies . In 2019 , roche reported approximately 14.1 billion swiss francs of net income .","This statistic shows the number of Carnival Corporation & plc passengers worldwide from 2007 to 2019 . In 2019 , the cruise company Carnival Corporation carried approximately 12.9 million passengers on its ships ..",Number of Carnival Corporation & plc passengers worldwide 2007 to 2019,There are multiple grammatical and spelling mistakes that stand out and make the reading of the content difficult.,There are several grammatical and spelling mistakes (mostly toward the second half) that make it difficult to understand what the writer is trying to convey.,"While it IS incorrect, the information is written concisely and does not ramble on.",Because it explains a lot of information that is inaccurate or wrong and does not properly give readers the details they need to understand what the chat says.,true,false,,false,false,false,false,true,true,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,,The chart does not go farther back than 2015. Therefore the statement that it is between 2007 and 2019 is incorrect.,This cannot be determined because the left side (X-Axis?) does not contain enough information to understand what the numbers mean. In 2019 it did not exceed 2.0 so its impossible to see what this describes.,,false,false,,false,false,,,
3VMV5CHJZ8MKW12DTCHS29L7M6CGT9,3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Wed Aug 26 09:25:16 PDT 2020,1,BatchId:4164674;OriginalHitTemplateId:928390912;,3600,604800,Wed Sep 02 09:25:16 PDT 2020,,,3VJ40NV2QJVBBYH57XZ1W2QVPFWTO4,A27TJ4WJ4VRR0E,Submitted,Wed Aug 26 10:28:26 PDT 2020,Wed Aug 26 10:35:56 PDT 2020,Wed Sep 02 10:35:56 PDT 2020,,,,450,100% (1/1),100% (1/1),100% (1/1),https://chart2text.s3.amazonaws.com/461.png,"The statistic shows Gross domestic product ( GDP ) in Sudan from 1984 to 2018 , with projections up until 2024 . Gross domestic product ( GDP ) denotes the aggregate value of all services and goods produced within a country in any given Year . GDP is an important indicator of a country 's economic power .","This line chart has an x axis representing Year and a y axis representing Gross domestic product in billion U.S. dollars, with a total of 41 data points. The chart has 5 significant trends. The longest trend is extremely positive which exists from 2012 to 1999. Also, the next significant trend is moderately positive which exists from 1999 to 1990. Also, the next significant trend is slightly positive which exists from 2019 to 2012. Likewise, the next significant trend is moderately positive which exists from 1990 to 1984. Similarly, the next significant trend is moderately positive which exists from 2024 to 2019.","The statistic shows gross domestic product ( gdp ) in uganda from 1984 to 2018 , with projections up until 2024 . gross domestic product ( gdp ) denotes the aggregate value of all services and goods produced within a country in any given year . gdp is an important indicator of a country 's economic power .",The statistic shows gross domestic product ( GDP ) in Sudan from 1984 to 2024 . Gross domestic product ( GDP ) denotes the aggregate value of all services and goods produced within a country in any given year . GDP is an important indicator of a country 's economic power .,Gross domestic product ( GDP ) in Sudan 2024,COHERENT SUMMARY,IT IS GRAMMATICALLY CORRECT AND FLUENT,THE CHART IS CONCISE,IT IS VERY INFORMATIVE,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,THE STATISTIC SHOWS THE GDP IN SUDAN FROM 1984 TO 2018,AS IT SHOWS THE GDP STATISTIC CHART IT DENOTES THE AGGREGATE VALLU OF ALL SERVICES AND GOODS PRODUCED,IT SHOWS THE ECONOMIC POWER OF THE COUNTRY,false,false,false,true,true,true,,
38B7Q9C28GCZFT4TJT3PZI76YK969Y,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Tue Aug 25 13:36:37 PDT 2020,1,BatchId:4163717;OriginalHitTemplateId:928390912;,3600,604800,Tue Sep 01 13:36:37 PDT 2020,,,3WR9XG3T64JK97AGBAHRD8S8JFE47E,A1I1SS1YF7E5YC,Submitted,Tue Aug 25 13:44:56 PDT 2020,Tue Aug 25 13:55:08 PDT 2020,Tue Sep 01 13:55:08 PDT 2020,,,,612,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/513.png,"The statistic shows the 20 Countries lowest the national debt in relation to GDP in 2019 . In 2019 , Hong Kong SAR ranked first among the Countries lowest the national debt levels ; it had an estimated debt of around 22.62 % of GDP.Japanese National debt , also known as national and government debt , is the debt owed by a nation 's central government . However , as a government draws in much of its income from its population , government debt is an indirect debt on taxpayers .","This bar chart has 20 categories for the x axis representing Country, and a y axis representing National debt in relation to GDP. The highest category is found at Kiribati where National debt in relation to GDP is 22.62. The lowest category is found at Hong Kong SAR where National debt in relation to GDP is 0.0.","This statistic shows the 20 countries with the highest employment in the travel and tourism industry worldwide in 2017 . According to the World travel & tourism Council , around 5.44 million people were employed in the U.S. travel and tourism industry .","The statistic shows the 20 countries with the lowest national debt in 2019 in relation to the gross domestic product ( GDP ) . The data refer to the debts of the entire state , including the central government , the provinces , municipalities , local authorities and social insurance . In 2019 , Russia 's estimated level of national debt reached about 16.49 percent of the GDP , ranking 10th of the countries with the lowest national debt .",Countries with the lowest national debt 2019,It mentions Japan National Debt but Japan is not on the chart,They flow but the content is not all relevant,This gives too much information that is not depicted in the chart,It does not explain what GDP stands for,false,true,true,false,false,true,false,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,Yes there are 20 countries and it shows each country's debt in relation to GDP,"No, Hong Kong SAR ranks at 0",This chart does not show this.  The summary expresses this statement,false,false,false,true,false,false,x,
3T2EL38U0MRIQ75B1IN1LQAF5OBQXX,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Tue Aug 25 13:36:39 PDT 2020,1,BatchId:4163717;OriginalHitTemplateId:928390912;,3600,604800,Tue Sep 01 13:36:39 PDT 2020,,,33FOTY3KENT9TP8TF960VWDJ86V1CR,AOCZRH4QWLCMF,Submitted,Tue Aug 25 13:44:53 PDT 2020,Tue Aug 25 13:51:34 PDT 2020,Tue Sep 01 13:51:34 PDT 2020,,,,401,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/532.png,"This graph depicts the total/average regular season attendance 2005 of the National Hockey League Carolina Sharks franchise of the National Hockey League Carolina League from the 2005/06 season to the 2018/19 season . In 2018/19 , the Total regular season attendance 2005 of the franchise was 587222 .",This line chart has 2 lines. The line representing Total attendance had the highest values across Year with a mean value of 595868.6. This peaked at 2006/07 with a value of 712861.0.  The line with the second highest values was Average attendance with a mean value of 15081.4. This line peaked at 2012/13 with a value of 17558.0,"This graph depicts the total/average regular season home attendance of the vancouver canucks franchise of the national hockey league from the 2005/06 season to the 2018/19 season . In 2018/19 , the total regular season home attendance of the franchise was 738918 .","This graph depicts the total/average regular season home attendance of the Carolina Hurricanes franchise of the National Hockey League from the 2005/06 season to the 2018/19 season . In 2018/19 , the total regular season home attendance of the franchise was 587,222 .",National Hockey League - Carolina Hurricanes home attendance 2005 to 2019,"The language, grammar, and sentence structure in the summary was not proper. It was very confusing to figure out what was being said and what things were meant to indicate.","There were many problems, as I said previously, with the grammar presented in this summary. This really needs to be modified in order to flow better and for people to be able to understand what is being advertised in the graph.","It is very concise in its nature, however, I feel that it is almost too concise. It is difficult to extract detailed information. This would be more of a summary view rather than an instructional one.","It is very informative to give viewers an indication of the numbers in relation to date, however, it would be valuable to have more recent dates and information present.",true,true,,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,,"Based on what I see, the graph does not depict any dates past 2012. Therefore your statement that this is inconsistent with your statement that it depicts from 2005 2019 is not in my opinion correct.","Based on what I can tell, the top of the spike is aligned with 2005 and that is well over 600,000 making this false.",,false,false,,false,false,,x,
3OEWW2KGQJI17PNEV5UL2ECNA6FODL,3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Wed Aug 26 09:25:16 PDT 2020,1,BatchId:4164674;OriginalHitTemplateId:928390912;,3600,604800,Wed Sep 02 09:25:16 PDT 2020,,,3SNLUL3WO5VI5QTXUA9J9H83DPFULY,A23BGNP50WTKI2,Submitted,Wed Aug 26 12:55:44 PDT 2020,Wed Aug 26 12:57:15 PDT 2020,Wed Sep 02 12:57:15 PDT 2020,,,,91,100% (2/2),100% (2/2),100% (2/2),https://chart2text.s3.amazonaws.com/556.png,"A majority of survey found that around 49 % of respondents aged Male to took Every_day to phone Several_times_a_day in the previous UK . The mobile does not require businesses to provide employees with paid phone leave , however bigger businesses must offer unpaid leave for medical issues . Laws regarding phone leave do vary making state .","This grouped bar chart has 7 categories for the x axis of Response representing Male, and Female. The highest category is found at Several times a day with a mean value of 47.5. The second highest category is found at Every day with a mean value of 22.5. This represents a difference of 71.4%.","This statistic shows the results of a survey among americans on their belief in the concepts of god , heaven and hell in 2014 . As of 2011 , about 75 percent of respondents believed in hell .","Figures covering the frequency of mobile phone use show a relatively even split among genders in the United Kingdom ( UK ) during 2019 . Males were slightly more likely to use their mobile phones to make calls several times a day , while less than one percent of female respondents reported never using a mobile phone to make calls . Mobile call volume increasing The volume of calls made using mobile phones has increased over the past several years .","Mobile phone usage : frequency of making mobile phone calls in the UK 2019 , by gender",another chart,correct,another chart,another chart,true,true,true,true,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,another chart,another chart,another chart,false,false,false,false,false,false,,
3X2LT8FDHWPXV30P5JAFXGB82GJW8Z,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Tue Aug 25 13:36:37 PDT 2020,1,BatchId:4163717;OriginalHitTemplateId:928390912;,3600,604800,Tue Sep 01 13:36:37 PDT 2020,,,37KGEN7NJ4YV460Z5G3WGSUOA7DPPY,A3714KEID67MYO,Submitted,Tue Aug 25 16:43:56 PDT 2020,Tue Aug 25 16:51:29 PDT 2020,Tue Sep 01 16:51:29 PDT 2020,,,,453,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/567.png,"This statistic shows Religious diversity in the North North America in 2010 , by share of Religious population . In 2010 , around 77 percentage of population , in North countries , identified as Hindu .","This bar chart has 7 categories for the x axis representing Religion, and a y axis representing Percentage of population. The highest category is found at Christians where Percentage of population is 77.0. The lowest category is found at Muslims where Percentage of population is 1.0.","This statistic shows religious diversity in the asia-pacific region in 2010 , by share of religious population . In 2010 , around 25 percent of population , in asia-pacific countries , identified as Hindu .","This statistic shows religious diversity in North America in 2010 , by share of religious population . In 2010 , about 77 percent of population were Christians .","Religious diversity in North America in 2010 , by religion",it may be neutral to my point of view,not bad english it is grammatical,cant belive,this may be true or false,false,false,,false,false,false,false,false,false,false,false,true,false,true,true,false,true,false,false,false,false,false,false,false,false,,this is shown statistical report,may be people who are coming from various countries had been settled in north countries,,false,false,,true,true,,x,
